HipCenter; Spine; ShoulderCenter; Head; ShoulderLeft; ElbowLeft; WristLeft; HandLeft; ShoulderRight; ElbowRight; WristRight; HandRight; HipLeft; KneeLeft; AnkleLeft; FootLeft; HipRight; KneeRight; AnkleRight; FootRight
-0.01566817 0.1618173 2.822467;-0.0126651 0.2260962 2.884005;-0.01739549 0.6090319 2.896048;-0.03358907 0.8112841 2.872042;-0.192224 0.4751032 2.906657;-0.3508025 0.2374292 2.867222;-0.4806017 0.04318289 2.798949;-0.5243919 -0.02472767 2.766575;0.1511138 0.4683161 2.88368;0.2948749 0.2301504 2.855664;0.4230615 0.0365247 2.781607;0.4579121 -0.04407338 2.751639;-0.09262635 0.08753163 2.807684;-0.1230843 -0.4411342 2.8201;-0.1150525 -0.8133022 2.795616;-0.151399 -0.8811499 2.764852;0.06187564 0.08447742 2.807424;0.09294567 -0.447364 2.820002;0.1108766 -0.8120755 2.79453;0.1430016 -0.8678339 2.757346;0
-0.01602299 0.1610597 2.822697;-0.01288507 0.2255307 2.88428;-0.01744051 0.6090155 2.896395;-0.03362909 0.8112195 2.872593;-0.1927091 0.4753203 2.907433;-0.3505886 0.2375004 2.867274;-0.4816361 0.04468369 2.797231;-0.5244936 -0.02460382 2.766764;0.1510643 0.4682806 2.883977;0.2947395 0.2302117 2.855945;0.4229103 0.03674562 2.781584;0.462562 -0.05881771 2.747298;-0.09315944 0.08664291 2.808495;-0.1230836 -0.4411766 2.820453;-0.1145956 -0.8136092 2.796253;-0.1485659 -0.8807522 2.76609;0.06144144 0.08308932 2.806699;0.09287576 -0.4469831 2.8202;0.1106691 -0.8118092 2.793819;0.1430047 -0.8678392 2.757565;0
-0.01607872 0.1609426 2.822731;-0.01291902 0.2254441 2.884321;-0.01744778 0.6090077 2.896441;-0.03363616 0.8112095 2.872678;-0.1927873 0.4753509 2.907551;-0.3505546 0.2375148 2.86728;-0.4817943 0.04493279 2.796957;-0.524509 -0.02458503 2.766793;0.1510549 0.4682738 2.88402;0.2947161 0.2302231 2.855988;0.4228741 0.03679994 2.78155;0.4633235 -0.06130691 2.746518;-0.09324521 0.0865031 2.808623;-0.1230835 -0.4411821 2.820506;-0.1145204 -0.8136629 2.796351;-0.147975 -0.8801277 2.763419;0.06136739 0.08286674 2.806563;0.09286556 -0.446924 2.820229;0.1106345 -0.8117697 2.79371;0.1430054 -0.8678336 2.757583;0
-0.01615773 0.1607711 2.822752;-0.01296955 0.2253269 2.884355;-0.01746138 0.6089975 2.896482;-0.03377533 0.8110235 2.872849;-0.1928532 0.475365 2.907641;-0.3505285 0.2375268 2.867285;-0.4819162 0.04513141 2.796754;-0.5263719 -0.02714871 2.766187;0.1510474 0.4682683 2.884052;0.2946955 0.2302343 2.856022;0.422838 0.03684878 2.781526;0.4638373 -0.0630129 2.746001;-0.09336384 0.08627214 2.808736;-0.1230837 -0.4411857 2.820546;-0.1144447 -0.8137392 2.79645;-0.1475613 -0.8792213 2.757534;0.06128605 0.08264206 2.806439;0.09285799 -0.4468811 2.820252;0.1106099 -0.8117405 2.79363;0.1430052 -0.8678296 2.757597;0
-0.01623361 0.1606249 2.822761;-0.01302227 0.2252252 2.884377;-0.01750464 0.6089734 2.896508;-0.03429693 0.8105769 2.873266;-0.1929404 0.4753393 2.907695;-0.3505068 0.2375407 2.867286;-0.482019 0.04532536 2.796582;-0.527818 -0.02907886 2.765722;0.1510282 0.4682591 2.884065;0.2946744 0.2302459 2.856049;0.4227912 0.03690333 2.781496;0.4640595 -0.06416865 2.745633;-0.09347097 0.08607142 2.808817;-0.123084 -0.4411873 2.820576;-0.1143871 -0.8137935 2.796519;-0.1472487 -0.8784617 2.753092;0.06121505 0.08246865 2.806339;0.0928522 -0.4468493 2.82027;0.1105903 -0.81172 2.79357;0.1430047 -0.867825 2.757602;0
-0.0163631 0.1606118 2.822761;-0.01311502 0.2252075 2.884391;-0.01761917 0.6089618 2.896528;-0.03473508 0.8101927 2.873572;-0.1930544 0.4752854 2.907717;-0.3504889 0.2375643 2.867282;-0.4820766 0.04547339 2.796465;-0.5288992 -0.03051308 2.76541;0.1509723 0.4682308 2.884001;0.2946507 0.2302559 2.856076;0.422698 0.03696257 2.781435;0.4640271 -0.06476808 2.745378;-0.09361576 0.08601763 2.808886;-0.1230843 -0.4411864 2.820596;-0.1143409 -0.8138405 2.796568;-0.1470822 -0.8778507 2.749639;0.06110508 0.08243016 2.806231;0.09284778 -0.4468254 2.820283;0.1105746 -0.811708 2.793514;0.1430053 -0.8678226 2.757609;0
-0.01655689 0.1606687 2.82275;-0.01328334 0.2252468 2.884394;-0.01796684 0.6089756 2.896538;-0.03518935 0.8097386 2.873775;-0.1931955 0.4752112 2.907718;-0.3504751 0.2375922 2.867278;-0.4821062 0.04561854 2.796354;-0.5294544 -0.03165447 2.764738;0.1508936 0.4682283 2.88393;0.2946491 0.2302921 2.856266;0.4220279 0.03713883 2.780685;0.4596887 -0.06365594 2.741844;-0.09380795 0.08601726 2.808959;-0.1230849 -0.4411838 2.820608;-0.114299 -0.8138981 2.796607;-0.1471542 -0.8773757 2.746151;0.06093284 0.08250103 2.806085;0.09284418 -0.4468078 2.820291;0.1105461 -0.8117131 2.793484;0.1430065 -0.8678165 2.757611;0
-0.0170846 0.1612963 2.822751;-0.01369887 0.22562 2.884406;-0.01834941 0.6089972 2.896539;-0.0357831 0.8092021 2.873854;-0.1934174 0.4751074 2.907635;-0.3504101 0.2378456 2.867415;-0.4817489 0.04615838 2.795959;-0.5275825 -0.03343959 2.760056;0.1507963 0.4682356 2.883835;0.294842 0.2310171 2.859729;0.4077861 0.04211145 2.764382;0.4254814 -0.0522606 2.705653;-0.09432212 0.08648023 2.809007;-0.123089 -0.441175 2.820603;-0.1142637 -0.8139536 2.796633;-0.1474017 -0.8771811 2.744317;0.06044569 0.08324628 2.805967;0.09282888 -0.4467929 2.820279;0.1104992 -0.811736 2.793463;0.1430117 -0.8678066 2.757612;0
-0.01775915 0.162034 2.822761;-0.01428401 0.2261351 2.884409;-0.01877239 0.6090956 2.896476;-0.03632012 0.8087362 2.873881;-0.1937397 0.4750233 2.907421;-0.3503423 0.2385909 2.868533;-0.4803356 0.04748628 2.79481;-0.5116107 -0.02445935 2.748372;0.1506657 0.4682544 2.883718;0.292741 0.2380869 2.876075;0.3821757 0.04758034 2.74243;0.3861592 -0.03224788 2.675414;-0.09504294 0.08710165 2.809042;-0.1231019 -0.4411668 2.820576;-0.1142222 -0.814048 2.796665;-0.1479512 -0.8770186 2.742384;0.05974586 0.08412259 2.805957;0.09272275 -0.4467421 2.820178;0.1104364 -0.8117754 2.793439;0.1430156 -0.8677946 2.757612;0
-0.01843898 0.1627473 2.822758;-0.01494432 0.226695 2.884391;-0.01940593 0.6092672 2.896293;-0.0371507 0.8080446 2.873748;-0.1941899 0.4750553 2.907052;-0.3493907 0.2421264 2.874373;-0.4695417 0.05497863 2.788267;-0.4762304 -0.0001743454 2.72743;0.1504173 0.4683565 2.883533;0.2833728 0.2571118 2.895971;0.3364957 0.07613451 2.725269;0.3253661 0.005622548 2.650946;-0.09579632 0.08768621 2.809053;-0.123205 -0.4411601 2.82039;-0.1141903 -0.814133 2.796669;-0.1484981 -0.8768502 2.740645;0.0590536 0.08501505 2.805991;0.09240115 -0.4464886 2.819705;0.1103621 -0.8118268 2.793406;0.1430187 -0.8677819 2.757612;0
