HipCenter; Spine; ShoulderCenter; Head; ShoulderLeft; ElbowLeft; WristLeft; HandLeft; ShoulderRight; ElbowRight; WristRight; HandRight; HipLeft; KneeLeft; AnkleLeft; FootLeft; HipRight; KneeRight; AnkleRight; FootRight
-0.2417181 0.0179388 3.364768;-0.2146854 0.09898204 3.423327;-0.2833038 0.541351 3.444562;-0.3856639 0.745988 3.418974;-0.3974386 0.321363 3.460008;-0.3173338 0.2109479 3.110659;-0.4006833 0.02563272 3.374407;-0.4284664 -0.03613901 3.467683;-0.1747882 0.4093429 3.315429;-0.2603935 0.2248461 3.129045;-0.5039047 0.1512712 3.087975;-0.5396493 0.1386962 3.052107;-0.2869937 -0.06253247 3.384097;-0.3968814 -0.510848 3.326039;-0.4319791 -0.9289331 3.344996;-0.4896366 -0.971835 3.257722;-0.186801 -0.02294151 3.32321;-0.02987257 -0.5211017 3.296111;0.07825647 -0.8984484 3.341948;0.09156924 -0.9905885 3.31812;7
-0.2400546 0.021972 3.363913;-0.2114401 0.1021252 3.42112;-0.2831083 0.5411839 3.44408;-0.385102 0.7451019 3.418439;-0.3917347 0.3621868 3.479378;-0.3104951 0.2502075 3.125761;-0.4715149 0.09151874 3.345123;-0.5246114 0.07008606 3.368888;-0.1705054 0.4119069 3.316181;-0.2551043 0.2437747 3.107857;-0.488565 0.1646196 3.144393;-0.5493505 0.1427158 3.151567;-0.2847553 -0.05250512 3.385061;-0.3963775 -0.5117311 3.32575;-0.4323535 -0.9297459 3.34512;-0.4931902 -0.9729296 3.26078;-0.1852323 -0.02246428 3.32119;-0.02934216 -0.5211436 3.296161;0.07948182 -0.9029936 3.344446;0.04525897 -0.9646417 3.283898;7
-0.2392042 0.02408433 3.363945;-0.2101068 0.1036588 3.420672;-0.2828338 0.5410454 3.444107;-0.3728332 0.7219758 3.425733;-0.3891079 0.3907339 3.511221;-0.392585 0.0707257 3.499733;-0.4799246 -0.1148789 3.368061;-0.5083613 -0.1281279 3.338365;-0.1629481 0.4150329 3.318552;-0.2452269 0.2710411 3.088912;-0.4726797 0.1837987 3.1699;-0.5495526 0.1512045 3.190806;-0.2841134 -0.04894577 3.385789;-0.3961889 -0.5120561 3.325772;-0.4324679 -0.929841 3.345058;-0.493987 -0.9729638 3.261523;-0.1845186 -0.02225707 3.320586;-0.0288718 -0.5211614 3.29639;0.07987558 -0.9044997 3.345186;0.0180159 -0.9504707 3.266157;7
-0.2344729 0.07269415 3.371388;-0.2057689 0.1438432 3.429285;-0.2815498 0.5407779 3.444984;-0.3596951 0.708889 3.429484;-0.3749725 0.421358 3.526061;-0.4090473 0.09193093 3.574282;-0.4832777 -0.08806916 3.378704;-0.5133629 -0.1077781 3.317638;-0.1286372 0.4279235 3.333345;-0.2107395 0.3150421 3.075566;-0.4350628 0.24207 3.108497;-0.5238501 0.2051031 3.144545;-0.2833399 -0.001510792 3.401491;-0.3956438 -0.5126414 3.325867;-0.4325016 -0.92986 3.345;-0.4935543 -0.9724672 3.261937;-0.1746263 0.00906717 3.312144;-0.02702791 -0.5210348 3.297365;0.08017246 -0.9056165 3.345664;0.009509811 -0.9449995 3.259041;7
-0.2310163 0.08434062 3.373476;-0.2024772 0.1538031 3.431652;-0.2749111 0.5406119 3.448479;-0.3236985 0.706144 3.439156;-0.3692044 0.4326855 3.531975;-0.4247269 0.09272327 3.636568;-0.4747024 -0.1005695 3.39733;-0.4898593 -0.1343295 3.326913;-0.1072451 0.4369823 3.338495;-0.1921174 0.3415271 3.055773;-0.4276322 0.2877094 3.051512;-0.5188319 0.2617198 3.073428;-0.2816087 0.01155559 3.404697;-0.3946569 -0.5133611 3.326121;-0.4325121 -0.9298404 3.344914;-0.4929524 -0.9718113 3.262351;-0.1702637 0.01684223 3.31111;-0.02350861 -0.5203237 3.299457;0.08037994 -0.9062458 3.345983;0.07027234 -0.9748364 3.300797;7
-0.2289293 0.09080098 3.374687;-0.201341 0.1591184 3.433366;-0.2649443 0.5428643 3.452864;-0.3092597 0.7052258 3.442478;-0.3499676 0.3893397 3.47621;-0.4265282 0.1190162 3.635631;-0.4629342 -0.09118268 3.413127;-0.4758984 -0.1279522 3.323224;-0.07988025 0.4786256 3.344239;-0.117434 0.3836644 3.058482;-0.3438547 0.3589241 2.958693;-0.4392264 0.3394272 2.967476;-0.2774965 0.007023411 3.394197;-0.3930937 -0.5140876 3.326691;-0.4323997 -0.9297703 3.344857;-0.4868015 -0.9698992 3.260305;-0.1593314 0.03297403 3.331282;-0.01819142 -0.5191739 3.302965;0.08055129 -0.9066261 3.346252;0.08797228 -0.981815 3.30951;7
-0.2156917 0.1312923 3.381624;-0.1887102 0.1941985 3.440299;-0.2555136 0.54663 3.456205;-0.2791875 0.7210215 3.447218;-0.3547456 0.3950427 3.49165;-0.4294624 0.1476073 3.633931;-0.4548469 -0.07244606 3.43473;-0.4578348 -0.07005288 3.324079;-0.07017071 0.4918593 3.346221;-0.04799972 0.4198154 3.04732;-0.2498494 0.429854 2.86749;-0.3449706 0.4181607 2.852854;-0.2738539 0.02658997 3.39633;-0.3894853 -0.5155858 3.328332;-0.4322772 -0.9296951 3.344772;-0.4853012 -0.9692698 3.259947;-0.1416038 0.07761763 3.336754;-0.01198125 -0.5164244 3.307162;0.08074693 -0.906806 3.346519;0.09976143 -0.9870939 3.316133;7
-0.2094588 0.1477958 3.384331;-0.183384 0.2066625 3.442725;-0.2415644 0.5473543 3.460091;-0.2681142 0.7260757 3.449263;-0.3598734 0.3954721 3.500302;-0.4317399 0.1677609 3.627578;-0.4513929 -0.05487613 3.443232;-0.4491638 -0.03239225 3.317821;-0.06333268 0.4989314 3.347725;0.02185601 0.4492309 3.042033;-0.1796493 0.489375 2.786964;-0.2439358 0.4990437 2.737199;-0.2714154 0.03810175 3.397548;-0.3855438 -0.5174007 3.330266;-0.4321113 -0.9295865 3.344649;-0.4841333 -0.9687132 3.25951;-0.1331925 0.09505869 3.338617;-0.005275634 -0.5152448 3.311481;0.08102155 -0.9065551 3.346836;0.1057361 -0.9896512 3.319552;7
-0.2056402 0.1558813 3.385491;-0.1804688 0.2130074 3.444118;-0.2273341 0.5472932 3.462638;-0.2607445 0.7290403 3.449951;-0.3596554 0.395361 3.500854;-0.4277258 0.1814461 3.599851;-0.4517801 -0.04218427 3.444519;-0.4461247 -0.005929777 3.31152;-0.05605319 0.4625168 3.353872;0.07636276 0.4766957 3.033147;-0.06104684 0.5330318 2.790988;-0.1176447 0.580865 2.688969;-0.2676027 0.04853164 3.396532;-0.3815918 -0.5194209 3.332056;-0.4321108 -0.9293602 3.344168;-0.4820621 -0.9677171 3.25727;-0.1286056 0.1030875 3.340206;0.0002429585 -0.5140979 3.315453;0.0812845 -0.9061599 3.347111;0.1093886 -0.9910805 3.321361;7
-0.1948753 0.1363392 3.383176;-0.1739756 0.2046182 3.444128;-0.2157142 0.5493551 3.464415;-0.2539832 0.7326817 3.449673;-0.3605375 0.3972023 3.502278;-0.4263523 0.1918211 3.577164;-0.4526024 -0.007988905 3.417749;-0.4439824 0.0116106 3.304319;-0.05352299 0.4414789 3.358919;0.1299087 0.4846676 3.059765;0.07620504 0.5715599 2.822484;0.05291504 0.6133159 2.734656;-0.2651127 0.0505938 3.394064;-0.3769081 -0.5217895 3.33447;-0.4321511 -0.9291646 3.343711;-0.4803678 -0.9670389 3.255191;-0.11662 0.0715542 3.344914;0.006209079 -0.5134974 3.320331;0.08155541 -0.9056423 3.347496;0.1103871 -0.9914021 3.321822;7
