HipCenter; Spine; ShoulderCenter; Head; ShoulderLeft; ElbowLeft; WristLeft; HandLeft; ShoulderRight; ElbowRight; WristRight; HandRight; HipLeft; KneeLeft; AnkleLeft; FootLeft; HipRight; KneeRight; AnkleRight; FootRight
-0.05009664 0.09778719 2.876588;-0.05802131 0.1627457 2.935184;-0.05298139 0.5408756 2.939214;-0.05253163 0.7300282 2.873989;-0.2091404 0.4218651 2.88438;-0.2668281 0.2064126 2.824247;-0.173813 0.3515598 2.723694;-0.1196708 0.4275127 2.711659;0.1127719 0.4084856 2.929002;0.1630384 0.1862658 2.916837;0.09796224 0.399181 2.766678;0.0995672 0.4686537 2.768451;-0.1220543 0.02820904 2.850889;-0.2222085 -0.4390772 2.826738;-0.2561914 -0.8285011 2.972877;-0.3035973 -0.9045979 2.971563;0.02280623 0.02218826 2.877137;0.1124462 -0.4275717 2.764149;0.08224826 -0.8033162 2.785411;0.1071633 -0.8704476 2.76563;0
-0.05114657 0.09749711 2.876805;-0.0583888 0.1622848 2.935563;-0.05590709 0.5400658 2.939895;-0.05667877 0.7305748 2.880291;-0.2113511 0.4242302 2.888056;-0.2736906 0.2065897 2.833067;-0.1643514 0.3506836 2.754613;-0.1099132 0.4270516 2.742512;0.1100411 0.4070383 2.925981;0.1584344 0.1856094 2.912112;0.09587966 0.4015172 2.764753;0.09377299 0.4448642 2.759356;-0.1227597 0.02836047 2.851075;-0.2233246 -0.4397019 2.830646;-0.2558396 -0.8287489 2.973214;-0.3036583 -0.9047484 2.971507;0.02170279 0.0214783 2.877304;0.1106632 -0.4278864 2.762528;0.08176026 -0.8038464 2.785468;0.1068546 -0.8706729 2.765804;0
-0.05184934 0.0974697 2.877032;-0.05862584 0.1621929 2.93579;-0.05861852 0.5397578 2.940939;-0.0619419 0.731583 2.885583;-0.2167938 0.4254473 2.895623;-0.2814745 0.2070446 2.841662;-0.1630057 0.3505339 2.765513;-0.123013 0.4241648 2.757437;0.1080834 0.4057249 2.924465;0.1562572 0.1858124 2.90883;0.09493332 0.4026808 2.763948;0.09187213 0.4400811 2.757085;-0.1235655 0.02858889 2.851536;-0.2244775 -0.4398185 2.833845;-0.255782 -0.828786 2.973267;-0.3036704 -0.9047718 2.971496;0.02124405 0.02129107 2.877342;0.1090837 -0.4279554 2.761305;0.08150331 -0.8047097 2.785592;0.1068018 -0.8707389 2.765856;0
-0.05527037 0.09786078 2.878922;-0.05970435 0.1623612 2.937275;-0.06507259 0.5402097 2.944897;-0.08462045 0.7322358 2.897854;-0.2349169 0.4258606 2.920002;-0.2999178 0.2094897 2.863632;-0.1562513 0.3813895 2.780469;-0.1270592 0.4327579 2.762582;0.09667742 0.4044492 2.917777;0.1510325 0.1973759 2.882425;0.09165218 0.4088826 2.760925;0.08596293 0.4438436 2.754003;-0.1280982 0.02975135 2.855686;-0.2312234 -0.4424016 2.850397;-0.2556902 -0.8288378 2.973346;-0.303719 -0.904802 2.971428;0.01898191 0.02140158 2.877775;0.1034627 -0.4269564 2.7584;0.08112683 -0.8057434 2.785663;0.1064081 -0.8712451 2.766621;0
-0.06607266 0.101974 2.885336;-0.06388323 0.1648796 2.941993;-0.07527211 0.5411718 2.950866;-0.1185041 0.7343932 2.905857;-0.252472 0.4262184 2.944205;-0.3205158 0.2162218 2.901495;-0.1668662 0.4056672 2.803228;-0.1390113 0.4463734 2.773382;0.06306239 0.409018 2.90448;0.1532268 0.2406073 2.81446;0.07175621 0.4143956 2.734269;0.06238569 0.4869551 2.736685;-0.1388371 0.03572408 2.86681;-0.2362335 -0.4435187 2.863967;-0.2555827 -0.8288874 2.973433;-0.3102124 -0.9015692 2.966437;0.005061518 0.02851472 2.881453;0.09283151 -0.4232641 2.754961;0.08061904 -0.8067333 2.785696;0.1060992 -0.8720416 2.76731;0
-0.07799347 0.1091188 2.893272;-0.06877757 0.1704991 2.9483;-0.08353969 0.5438852 2.955894;-0.1436373 0.7385385 2.911156;-0.2630645 0.4286845 2.965497;-0.3351149 0.2369737 2.943712;-0.1781586 0.4239834 2.818564;-0.1523719 0.4625814 2.784335;0.02466026 0.4277562 2.89666;0.1464886 0.3087825 2.725331;0.04539788 0.4905014 2.687798;0.0300473 0.5431897 2.689417;-0.1498739 0.0469945 2.88393;-0.2395976 -0.442717 2.877823;-0.2554345 -0.8289322 2.973564;-0.3112322 -0.9011318 2.965341;-0.01603167 0.04605386 2.88633;0.07942699 -0.4187863 2.75308;0.07981375 -0.8077231 2.785926;0.1057718 -0.8725595 2.767884;0
-0.09659828 0.133884 2.909001;-0.07892682 0.1903004 2.960545;-0.09115031 0.5474056 2.959327;-0.166334 0.7459144 2.914363;-0.2683609 0.4294979 2.97616;-0.3376411 0.2405824 2.971191;-0.2138359 0.401282 2.855578;-0.188893 0.4510227 2.818989;0.007667787 0.4346336 2.890238;0.1329082 0.3818762 2.634532;0.02934466 0.5590543 2.605753;-0.01467284 0.625505 2.607469;-0.1624264 0.07331973 2.910331;-0.2412027 -0.4397708 2.896699;-0.2552413 -0.8289859 2.973754;-0.2895569 -0.8756386 2.923716;-0.03561398 0.07259044 2.892467;0.06773496 -0.4150116 2.752987;0.07907844 -0.8085267 2.786163;0.1052889 -0.8732073 2.768479;0
-0.1042846 0.1449819 2.915858;-0.08431587 0.203751 2.967565;-0.1071838 0.5631543 2.962806;-0.184815 0.7488592 2.918895;-0.270892 0.4305629 2.981908;-0.331577 0.2431879 2.990808;-0.227032 0.3703341 2.865501;-0.2008786 0.4406603 2.829622;-0.008416619 0.4385009 2.882103;0.08903357 0.4674915 2.571452;-0.02788974 0.6551359 2.506825;-0.07632963 0.7134095 2.488348;-0.1657554 0.09177202 2.928803;-0.2415123 -0.4359818 2.913509;-0.2548357 -0.8293325 2.975006;-0.2903608 -0.8861766 2.94561;-0.04553573 0.08637312 2.894463;0.05386044 -0.409297 2.757215;0.07801097 -0.8093362 2.786879;0.1046792 -0.8736532 2.769208;1
-0.1104101 0.1624221 2.923446;-0.09253947 0.2420319 2.976817;-0.1228805 0.6323671 2.958359;-0.2295412 0.7703056 2.90763;-0.2423796 0.4412965 2.959881;-0.3134352 0.2462767 2.994376;-0.2515586 0.4075054 2.884615;-0.2240143 0.4687588 2.849698;-0.02034605 0.444601 2.870702;0.04006049 0.5352309 2.554395;-0.07507121 0.7174723 2.395267;-0.1145801 0.7594703 2.354768;-0.1628459 0.1168136 2.948203;-0.2414901 -0.4322721 2.92753;-0.2544368 -0.8297194 2.976333;-0.2800466 -0.8731086 2.923268;-0.0615272 0.1199693 2.896478;0.04448322 -0.405791 2.762098;0.07650959 -0.8102071 2.788674;0.1042332 -0.873906 2.769642;1
-0.1140462 0.1777894 2.929072;-0.09650391 0.2676456 2.97865;-0.1461032 0.6992937 2.940155;-0.2761752 0.8027111 2.885829;-0.2385354 0.4627447 2.938064;-0.3031895 0.2640379 2.97981;-0.2618665 0.449418 2.898138;-0.236018 0.4980089 2.864712;-0.04552476 0.4852383 2.833247;-0.005903535 0.6102208 2.517654;-0.1038167 0.7439401 2.30327;-0.1436573 0.7792001 2.228004;-0.1611379 0.1295594 2.959942;-0.2416112 -0.4300966 2.9404;-0.25376 -0.8304194 2.978716;-0.2895529 -0.8879734 2.946248;-0.06775449 0.1347435 2.897041;0.03808175 -0.4043593 2.767508;0.07476684 -0.8112184 2.7914;0.1036509 -0.8741312 2.770458;1
