HipCenter; Spine; ShoulderCenter; Head; ShoulderLeft; ElbowLeft; WristLeft; HandLeft; ShoulderRight; ElbowRight; WristRight; HandRight; HipLeft; KneeLeft; AnkleLeft; FootLeft; HipRight; KneeRight; AnkleRight; FootRight
-0.06482537 0.1958591 3.06835;-0.06972939 0.2588005 3.131185;-0.07465183 0.6413096 3.149664;-0.08190747 0.8092233 3.0855;-0.2469794 0.5260658 3.12008;-0.3124259 0.2617226 3.074453;-0.3231847 -0.03205397 2.966744;-0.306931 -0.1375924 2.959208;0.1066719 0.5196936 3.140818;0.1798097 0.238392 3.126819;0.2064679 -0.03006954 3.04297;0.1935031 -0.1451978 3.006704;-0.1426803 0.1194771 3.049516;-0.1691448 -0.45235 3.061525;-0.1840926 -0.8154272 3.020499;-0.2243234 -0.8762135 2.951718;0.01646274 0.1166097 3.053725;0.05830894 -0.4499535 3.069609;0.07683435 -0.8150946 3.041522;0.1107158 -0.8869995 2.972008;0
-0.06475718 0.1960961 3.068403;-0.06966469 0.2589836 3.131131;-0.07458869 0.6412646 3.149319;-0.08229934 0.8099439 3.085625;-0.2474983 0.5253141 3.119826;-0.3124315 0.2611071 3.074341;-0.3215827 -0.02828402 2.97086;-0.3069113 -0.1375897 2.959148;0.1066669 0.5196915 3.140676;0.1797997 0.2383092 3.126707;0.2061141 -0.03614018 3.041292;0.1937322 -0.1454231 3.006301;-0.1426738 0.1195315 3.049572;-0.169227 -0.45254 3.061437;-0.1837868 -0.8140497 3.020648;-0.224654 -0.8761104 2.950509;0.01662477 0.1169325 3.053915;0.05839421 -0.4459157 3.069588;0.07694162 -0.8145813 3.04196;0.1066352 -0.884462 2.993356;0
-0.06474676 0.1961325 3.068411;-0.06965496 0.2590115 3.131123;-0.0745765 0.6412545 3.149264;-0.08237579 0.8100843 3.08566;-0.2476723 0.5248941 3.119686;-0.3124467 0.2609395 3.074326;-0.3213051 -0.02763026 2.971578;-0.306908 -0.1375891 2.959139;0.1066662 0.5196912 3.140654;0.1797889 0.2382994 3.126681;0.2061746 -0.03763181 3.040791;0.1937675 -0.1454574 3.006239;-0.142673 0.1195394 3.04958;-0.1692429 -0.4525737 3.06142;-0.1837465 -0.8137853 3.020664;-0.2247038 -0.8760942 2.950318;0.01665032 0.1169856 3.053945;0.05840445 -0.4452066 3.069582;0.07695403 -0.8144964 3.042041;0.1049523 -0.8832089 3.001061;0
-0.06473821 0.1961671 3.068419;-0.06964732 0.2590384 3.131117;-0.07456461 0.6412485 3.14922;-0.08296067 0.8119251 3.086178;-0.2478402 0.5244756 3.119534;-0.3124555 0.2607475 3.074306;-0.3211028 -0.02716036 2.972097;-0.3069054 -0.1375882 2.959132;0.1066659 0.5196907 3.140638;0.1797718 0.2382966 3.126654;0.2061303 -0.0393381 3.040401;0.1938144 -0.14548 3.006115;-0.142673 0.1195459 3.049587;-0.1692569 -0.4526009 3.061406;-0.1837272 -0.813577 3.020673;-0.2247346 -0.8760826 2.950168;0.01667223 0.1170357 3.053968;0.05842669 -0.4445493 3.069588;0.07696109 -0.8143884 3.042149;0.1037754 -0.8821592 3.006446;0
-0.0647302 0.1961962 3.068426;-0.06963818 0.259062 3.131113;-0.07455016 0.6412441 3.149184;-0.08347121 0.813609 3.08663;-0.2479322 0.5242571 3.119485;-0.3124451 0.2604945 3.074281;-0.320956 -0.0268164 2.972477;-0.3069031 -0.137587 2.959128;0.1066658 0.5196866 3.140623;0.1797429 0.2382785 3.126628;0.2064281 -0.03582874 3.040257;0.1940585 -0.1444112 3.006029;-0.1426723 0.1195523 3.049594;-0.1692688 -0.4526226 3.061394;-0.1837157 -0.8134068 3.020677;-0.2247275 -0.8760573 2.949684;0.01669072 0.1170755 3.053989;0.05846346 -0.444273 3.069672;0.07728797 -0.8195892 3.044014;0.1028979 -0.88214 3.008038;0
-0.06472324 0.1962209 3.068432;-0.06963005 0.2590825 3.13111;-0.07453568 0.6412407 3.149154;-0.08380177 0.8148735 3.08707;-0.2480044 0.5240827 3.119451;-0.312406 0.2601691 3.074256;-0.3206932 -0.02684105 2.972691;-0.3068911 -0.1375783 2.959127;0.1066658 0.5196834 3.140614;0.1797086 0.2382688 3.126602;0.2067259 -0.03495322 3.039752;0.19418 -0.1443282 3.005694;-0.1426715 0.1195581 3.049601;-0.1692811 -0.452657 3.061383;-0.1837285 -0.8132651 3.020655;-0.2247016 -0.8760445 2.949248;0.01670625 0.117109 3.054007;0.05851089 -0.4441327 3.06977;0.07727268 -0.820452 3.04438;0.1017564 -0.881717 3.006534;0
-0.06471723 0.196242 3.068439;-0.06962334 0.2591002 3.131109;-0.07451896 0.641237 3.149129;-0.08399755 0.8155957 3.087274;-0.2480797 0.5238675 3.119408;-0.3123648 0.2598551 3.074247;-0.3205014 -0.02682583 2.972858;-0.3068781 -0.1375684 2.959128;0.106667 0.5196769 3.140607;0.1796743 0.2382569 3.126575;0.2068879 -0.03455926 3.03933;0.1942749 -0.1443178 3.005337;-0.1426712 0.1195626 3.049606;-0.1692931 -0.4526902 3.061374;-0.183751 -0.8131563 3.020639;-0.2246798 -0.8760497 2.948898;0.01671935 0.1171374 3.054022;0.05855555 -0.4441195 3.069884;0.07723229 -0.8217709 3.044494;0.1019897 -0.8820971 3.00209;0
-0.06471146 0.1962599 3.068444;-0.06961684 0.2591161 3.131108;-0.07449925 0.6412337 3.149101;-0.08414631 0.8162894 3.087388;-0.2481641 0.5236036 3.11936;-0.3123119 0.2595336 3.074231;-0.3203409 -0.02685082 2.972924;-0.3068621 -0.1375555 2.95913;0.106668 0.5196719 3.140603;0.1796565 0.2382427 3.126548;0.2070438 -0.03432922 3.038978;0.1943124 -0.1444697 3.004753;-0.1426703 0.1195645 3.049612;-0.1693076 -0.4527327 3.061367;-0.1837898 -0.8130677 3.020631;-0.2246271 -0.8760407 2.948568;0.01673209 0.1171628 3.054034;0.0585998 -0.4442156 3.070002;0.0772052 -0.8233064 3.044715;0.102102 -0.8827021 2.997505;0
-0.06470674 0.1962753 3.06845;-0.06961187 0.25913 3.131108;-0.07447793 0.6412308 3.149077;-0.08430193 0.8170545 3.08738;-0.2482416 0.5233376 3.119309;-0.3122326 0.2591951 3.074216;-0.3201998 -0.02691183 2.972939;-0.3068513 -0.1375399 2.959138;0.1066598 0.5197021 3.140621;0.1796426 0.2382321 3.126523;0.2070035 -0.02901638 3.038364;0.1945705 -0.141653 3.003016;-0.1426703 0.1195642 3.049617;-0.1693211 -0.4528253 3.061371;-0.1838905 -0.8129948 3.020615;-0.2246039 -0.8761207 2.948107;0.01674094 0.1171925 3.054046;0.05862454 -0.4442629 3.07008;0.07719477 -0.8240218 3.044857;0.1021946 -0.8831214 2.993692;0
-0.06470215 0.196292 3.068455;-0.06960514 0.2591459 3.131108;-0.07445501 0.6412295 3.149056;-0.08442314 0.8176596 3.08731;-0.2483027 0.523173 3.119305;-0.3121291 0.2588164 3.074173;-0.3199589 -0.02736041 2.972767;-0.3068421 -0.1375233 2.959148;0.1066376 0.5197752 3.140655;0.1796403 0.2383394 3.126484;0.2062539 -0.02256845 3.037479;0.1934686 -0.1341737 2.996983;-0.1426704 0.1195638 3.049623;-0.1693345 -0.452923 3.061368;-0.1840362 -0.8129497 3.020592;-0.2246007 -0.8761906 2.947863;0.0167484 0.1172342 3.054056;0.05862235 -0.44448 3.070122;0.07718983 -0.8247355 3.044875;0.1028247 -0.8837435 2.989093;0
-0.06469607 0.1963128 3.06846;-0.06959455 0.2591805 3.131105;-0.07430705 0.6412973 3.148852;-0.08487817 0.8196446 3.087435;-0.2483646 0.5230103 3.119287;-0.3120358 0.2584614 3.074135;-0.3196912 -0.02774822 2.972625;-0.3068364 -0.1375013 2.959162;0.1065781 0.5201288 3.140795;0.179668 0.2386487 3.126413;0.2016843 -0.01219819 3.031337;0.1816808 -0.117232 2.976946;-0.1426707 0.1195628 3.049629;-0.1693425 -0.4530014 3.061359;-0.1845003 -0.813291 3.020403;-0.2246867 -0.8764498 2.947309;0.01675891 0.1172977 3.054064;0.05861578 -0.4447344 3.070141;0.07719638 -0.825289 3.044873;0.1030648 -0.8838742 2.98639;0
-0.06469534 0.1963788 3.068473;-0.06957722 0.2592618 3.131102;-0.07414145 0.6413844 3.148602;-0.08523549 0.8218094 3.087433;-0.2484226 0.522964 3.119347;-0.311962 0.2581682 3.074115;-0.3195134 -0.02800312 2.972495;-0.3068312 -0.1374771 2.959175;0.1065487 0.5204844 3.140927;0.1799187 0.2397315 3.126302;0.1883023 -0.002588541 3.011821;0.167661 -0.1020316 2.957461;-0.1426832 0.1195737 3.04965;-0.1693698 -0.4531576 3.061338;-0.1852289 -0.8137791 3.020244;-0.2247957 -0.876774 2.946646;0.01676503 0.1174133 3.054078;0.05858435 -0.4449872 3.070121;0.07722654 -0.8256977 3.044863;0.1031874 -0.8839701 2.984315;0
-0.06470009 0.1964745 3.06848;-0.06953797 0.2594088 3.131082;-0.07366054 0.6416481 3.147954;-0.08589645 0.8247143 3.086394;-0.2484825 0.5230179 3.119527;-0.311915 0.2579027 3.074186;-0.3194212 -0.0282077 2.972407;-0.3068347 -0.1374471 2.959184;0.1064295 0.5211611 3.141022;0.1804555 0.2422778 3.125773;0.1780178 0.02360288 2.997255;0.1429533 -0.06733195 2.93277;-0.1427145 0.1196081 3.049688;-0.1693956 -0.4533104 3.061308;-0.1859732 -0.8145132 3.02012;-0.2248861 -0.8770847 2.946054;0.01674954 0.1175982 3.054075;0.05847495 -0.4453211 3.069892;0.07725783 -0.8260141 3.044841;0.1034191 -0.8841612 2.982809;0
-0.06473522 0.1966529 3.068478;-0.06947699 0.259615 3.131042;-0.07295211 0.6418172 3.147101;-0.0869045 0.827558 3.084244;-0.2485394 0.5232718 3.119948;-0.3119001 0.2577032 3.074368;-0.3193776 -0.02830845 2.972396;-0.3068635 -0.1373679 2.959255;0.1062774 0.5219634 3.140974;0.1814601 0.2496738 3.123078;0.1542647 0.06036503 2.974648;0.1077947 -0.02962376 2.905721;-0.1428669 0.1197725 3.049799;-0.1694229 -0.4534498 3.061264;-0.1866333 -0.8151065 3.020004;-0.2249621 -0.8773717 2.94552;0.01667435 0.1178981 3.054039;0.0583144 -0.4456923 3.069452;0.07734316 -0.8262746 3.04485;0.1035821 -0.8843054 2.981746;0
-0.06481845 0.1969588 3.068455;-0.06936566 0.2600167 3.130939;-0.07129543 0.6420404 3.144601;-0.08810814 0.8296063 3.081482;-0.2485686 0.5234532 3.120361;-0.3119295 0.2577542 3.075553;-0.3193665 -0.02833119 2.972461;-0.3071361 -0.1370667 2.959456;0.1061294 0.5229431 3.140539;0.1842087 0.2618475 3.116842;0.1343438 0.08732471 2.959467;0.0685332 0.01438011 2.880272;-0.1431753 0.1200766 3.050005;-0.1694469 -0.4536082 3.061199;-0.187185 -0.8155557 3.019932;-0.2249853 -0.8775759 2.94513;0.01650552 0.1183947 3.053972;0.05759524 -0.4435699 3.06594;0.0774356 -0.8264174 3.044847;0.1037335 -0.8840685 2.982078;0
-0.06494691 0.1973583 3.068428;-0.06916961 0.2605174 3.130808;-0.06985625 0.6422476 3.142443;-0.0891519 0.8309757 3.07887;-0.2485888 0.5235762 3.120802;-0.312032 0.2583803 3.079328;-0.3193932 -0.02813702 2.972642;-0.3078293 -0.1352693 2.959406;0.1059125 0.524308 3.138737;0.1857969 0.275359 3.107323;0.116739 0.1186661 2.933206;0.03941569 0.05157483 2.855809;-0.1436385 0.1205168 3.050358;-0.1694721 -0.4537699 3.061124;-0.1876912 -0.8158499 3.019972;-0.2249983 -0.8776976 2.944868;0.01625244 0.1190211 3.053859;0.05678559 -0.4423365 3.062425;0.07756487 -0.8265315 3.044848;0.1037403 -0.8837529 2.982455;0
