HipCenter; Spine; ShoulderCenter; Head; ShoulderLeft; ElbowLeft; WristLeft; HandLeft; ShoulderRight; ElbowRight; WristRight; HandRight; HipLeft; KneeLeft; AnkleLeft; FootLeft; HipRight; KneeRight; AnkleRight; FootRight
0.1874813 0.1067579 3.105915;0.1862475 0.16976 3.17024;0.1821878 0.5572795 3.195297;0.1733362 0.7535653 3.19242;0.0185406 0.4338845 3.196937;-0.03494774 0.184028 3.154464;-0.03495171 -0.01210919 3.037761;-0.03057447 -0.1079838 3.013627;0.3524325 0.43467 3.199359;0.4092575 0.1775439 3.146249;0.406246 -0.02820396 3.050673;0.3981872 -0.1170589 3.007854;0.1132169 0.03327581 3.084972;0.03605872 -0.5092013 3.083178;0.01055219 -0.8726903 3.033211;-0.002307321 -0.9327938 2.960632;0.2634683 0.03362927 3.093048;0.3389466 -0.5086641 3.126273;0.3731584 -0.8849854 3.113053;0.411306 -0.9606199 3.042267;0
0.1876191 0.1066216 3.106147;0.1864169 0.1696416 3.170506;0.1822734 0.5573303 3.195764;0.1736438 0.7534035 3.192927;0.01844447 0.4341104 3.19755;-0.03673792 0.1850466 3.155278;-0.03178413 -0.01086327 3.039093;-0.02879047 -0.10118 3.018417;0.3534593 0.433386 3.199229;0.4092539 0.1773617 3.146323;0.4065195 -0.02781854 3.050271;0.3983113 -0.1169054 3.008022;0.113318 0.03307981 3.084632;0.03592004 -0.5099306 3.083612;0.0111379 -0.8731117 3.034505;-0.002403975 -0.9330201 2.960994;0.2640411 0.03274857 3.093652;0.3389441 -0.508919 3.126613;0.3734387 -0.8853105 3.112556;0.4111376 -0.9605444 3.041292;0
0.1876418 0.1066072 3.106182;0.1864431 0.1696253 3.170546;0.1822869 0.5573365 3.195834;0.1736964 0.7533761 3.193001;0.01842939 0.4341467 3.197644;-0.03702222 0.1852076 3.155405;-0.03126236 -0.01066018 3.039311;-0.02592877 -0.09972079 3.016774;0.3536542 0.4331657 3.199209;0.4092515 0.1773138 3.146325;0.4065443 -0.02777062 3.050148;0.3983255 -0.116897 3.008028;0.113333 0.03305465 3.084578;0.03589894 -0.510043 3.083678;0.01124395 -0.8731875 3.034731;-0.00241955 -0.9330556 2.96105;0.2641335 0.03261358 3.093746;0.3389381 -0.508972 3.126661;0.3734886 -0.885362 3.112461;0.4111376 -0.9605393 3.041101;0
0.1876653 0.1066144 3.106208;0.1864652 0.1696214 3.170574;0.1822991 0.5573401 3.195884;0.1737599 0.753361 3.193064;0.01842121 0.4341841 3.197703;-0.03728313 0.185387 3.155524;-0.03086627 -0.01046975 3.03949;-0.02466213 -0.09890701 3.016307;0.3538044 0.4329978 3.19919;0.4092471 0.1772824 3.146331;0.4065432 -0.02767936 3.049922;0.3983181 -0.1168797 3.008015;0.1133517 0.03306836 3.084521;0.03588317 -0.5101272 3.083725;0.01132614 -0.8732466 3.0349;-0.002434897 -0.9330894 2.961096;0.264208 0.03251998 3.093821;0.3389293 -0.5090189 3.126689;0.3735288 -0.8854015 3.112375;0.4111419 -0.9605398 3.040926;0
0.1876875 0.1066326 3.106227;0.1864841 0.1696254 3.170595;0.1823119 0.5573422 3.19592;0.1738319 0.7533574 3.193121;0.0184162 0.4342178 3.197738;-0.03753913 0.1856821 3.155658;-0.03056731 -0.0103142 3.039631;-0.02367874 -0.09837117 3.015816;0.3539208 0.4328701 3.199174;0.4092433 0.1772438 3.146331;0.4066277 -0.02765207 3.049817;0.3983364 -0.1168783 3.008022;0.1133689 0.0330957 3.084471;0.03586807 -0.5101942 3.083758;0.01139013 -0.8732925 3.035028;-0.002449767 -0.9331212 2.961133;0.2642696 0.03245787 3.093886;0.3389178 -0.5090645 3.126702;0.3735607 -0.8854335 3.1123;0.4111475 -0.9605412 3.040777;0
0.1877099 0.1066703 3.106243;0.1864999 0.1696399 3.170609;0.1823252 0.5573397 3.19594;0.1738896 0.7533543 3.193151;0.01841735 0.4342532 3.197744;-0.03775649 0.1859985 3.155811;-0.03063173 -0.009883093 3.039855;-0.02324448 -0.09784133 3.015542;0.3540117 0.432773 3.19916;0.4092409 0.1771978 3.146331;0.4067187 -0.02764133 3.049732;0.3983555 -0.1168823 3.008028;0.1133861 0.03314574 3.084422;0.03583088 -0.5103551 3.083765;0.01142966 -0.8733512 3.035124;-0.002542805 -0.9333037 2.961054;0.2643253 0.03243952 3.093967;0.3389044 -0.5091092 3.126703;0.3735931 -0.8854654 3.112167;0.4112028 -0.9605588 3.040565;0
0.1877415 0.1067286 3.106258;0.1865196 0.1696633 3.170618;0.1823757 0.557311 3.195955;0.173934 0.7533531 3.19317;0.01842155 0.4342895 3.197732;-0.03793655 0.1863357 3.155958;-0.03058568 -0.009443085 3.040048;-0.02303835 -0.09709771 3.015685;0.354117 0.4326693 3.199147;0.4092411 0.1771438 3.146329;0.4067493 -0.02761067 3.04956;0.3983542 -0.1168854 3.008008;0.1134091 0.03322529 3.08436;0.03579419 -0.5105143 3.083765;0.01145799 -0.8734036 3.035197;-0.002637108 -0.9334826 2.961003;0.2643849 0.0324452 3.094053;0.3388858 -0.5091611 3.126698;0.3736181 -0.8854765 3.112041;0.4112623 -0.9605771 3.040358;0
0.1877798 0.1068106 3.106273;0.1865381 0.1696976 3.170625;0.1824304 0.5572765 3.195963;0.1739946 0.7533584 3.19317;0.01843405 0.4343411 3.197696;-0.03808973 0.1866726 3.156096;-0.0305697 -0.00899562 3.040233;-0.02291529 -0.09627189 3.015772;0.3542439 0.4325863 3.199163;0.4092443 0.1770878 3.146327;0.4068848 -0.02750211 3.049133;0.3983788 -0.1168778 3.00794;0.113434 0.033326 3.084296;0.03577289 -0.5106391 3.083757;0.01149086 -0.8734623 3.035265;-0.002720716 -0.9336569 2.960992;0.2644465 0.03247653 3.094143;0.3388278 -0.5092288 3.126685;0.3736707 -0.8853911 3.111781;0.41133 -0.9605839 3.040117;0
0.1878301 0.106933 3.106289;0.1865635 0.1697609 3.170628;0.1824979 0.5572442 3.195957;0.1741016 0.7533633 3.193128;0.01845798 0.4344218 3.197623;-0.03821789 0.1869985 3.156219;-0.0305931 -0.008539832 3.040385;-0.0234 -0.09118813 3.016675;0.3543699 0.4325273 3.199174;0.4092458 0.1770468 3.146325;0.4069753 -0.02737856 3.048743;0.3983912 -0.1168706 3.007906;0.1134637 0.03346357 3.08422;0.03575486 -0.5107512 3.083742;0.01151811 -0.8735116 3.035323;-0.002803129 -0.9338235 2.96099;0.2645179 0.03255093 3.094257;0.3387681 -0.5093009 3.126667;0.3737122 -0.8852608 3.111525;0.4114733 -0.9605818 3.039758;0
0.1878917 0.1070838 3.106311;0.1865988 0.1698486 3.170637;0.1827747 0.5572501 3.196016;0.1742339 0.7533692 3.193054;0.01850094 0.434541 3.197499;-0.03832192 0.1873058 3.156328;-0.03068311 -0.008084307 3.04051;-0.02392463 -0.08509119 3.0173;0.3546065 0.432494 3.199224;0.4092467 0.1770113 3.146324;0.4070573 -0.02726853 3.04842;0.3984176 -0.116854 3.007854;0.1134899 0.03361369 3.08414;0.03575404 -0.5108311 3.083723;0.01153485 -0.873549 3.035361;-0.002876163 -0.9339628 2.960998;0.2645952 0.03264543 3.094382;0.3387069 -0.509376 3.126642;0.3737462 -0.8851242 3.111275;0.4116185 -0.9605367 3.039326;0
