HipCenter; Spine; ShoulderCenter; Head; ShoulderLeft; ElbowLeft; WristLeft; HandLeft; ShoulderRight; ElbowRight; WristRight; HandRight; HipLeft; KneeLeft; AnkleLeft; FootLeft; HipRight; KneeRight; AnkleRight; FootRight
-0.1087711 0.2064216 2.881439;-0.1144965 0.2696792 2.942285;-0.1126723 0.6473407 2.954104;-0.1210639 0.8352815 2.895237;-0.2904071 0.5281406 2.930975;-0.3603292 0.2529256 2.908506;-0.3867412 -0.02533257 2.833157;-0.3748822 -0.1290103 2.786674;0.06124675 0.532705 2.966437;0.1491481 0.2503901 2.937998;0.2072482 -0.009157388 2.86479;0.2033648 -0.1291897 2.821906;-0.1872032 0.1274086 2.858483;-0.2260728 -0.4546557 2.865376;-0.248173 -0.8186476 2.827181;-0.2939542 -0.8775459 2.732338;-0.02895896 0.1294626 2.873638;0.02853653 -0.4350809 2.883423;0.06506969 -0.8144839 2.868318;0.09832127 -0.8745945 2.792638;0
-0.1087823 0.2064022 2.881483;-0.114443 0.2696518 2.942337;-0.1127 0.647287 2.954155;-0.1211401 0.8338095 2.894712;-0.290274 0.5279313 2.930954;-0.3605603 0.2529945 2.908911;-0.3869497 -0.02501211 2.833372;-0.3747506 -0.1290742 2.786648;0.06139081 0.5322732 2.965912;0.1491838 0.2495957 2.937881;0.2057092 -0.008550804 2.866768;0.2034625 -0.1291171 2.821905;-0.1872085 0.1273993 2.858528;-0.2260382 -0.4543768 2.86532;-0.2482025 -0.8186739 2.827225;-0.2939591 -0.8773981 2.732533;-0.0289723 0.129444 2.873677;0.02847814 -0.435055 2.883482;0.06507877 -0.8143769 2.867893;0.09835274 -0.8746842 2.792409;0
-0.108784 0.2063993 2.881489;-0.1144333 0.2696474 2.942345;-0.1126976 0.6472794 2.954169;-0.1211578 0.8335854 2.894615;-0.2902538 0.5278994 2.93095;-0.3605999 0.2530085 2.908975;-0.3869809 -0.02496394 2.833404;-0.3747291 -0.1290835 2.786642;0.06139111 0.5321588 2.965758;0.1491867 0.2494723 2.937863;0.2054658 -0.008445974 2.867092;0.2035707 -0.1286934 2.822035;-0.1872092 0.127398 2.858534;-0.2259989 -0.4539487 2.865244;-0.24817 -0.8186515 2.82724;-0.2939442 -0.8772513 2.732628;-0.0289743 0.1294412 2.873683;0.02846896 -0.4350498 2.883491;0.06508089 -0.81436 2.867827;0.09835752 -0.8746984 2.792375;0
-0.1087851 0.2063974 2.881494;-0.1144255 0.2696444 2.94235;-0.1126939 0.647275 2.95418;-0.121185 0.8334193 2.894517;-0.2902389 0.5278758 2.930947;-0.3606318 0.25302 2.909024;-0.3870106 -0.02492245 2.833426;-0.3747042 -0.1290899 2.78662;0.061393 0.5320765 2.965628;0.1491854 0.2493732 2.937848;0.2052725 -0.00834796 2.867334;0.2036183 -0.1284993 2.822037;-0.1872097 0.1273975 2.858539;-0.2259596 -0.4537728 2.865216;-0.248143 -0.818628 2.827252;-0.2939376 -0.877133 2.732676;-0.0289757 0.1294394 2.873687;0.02846073 -0.4350455 2.883498;0.06508969 -0.8143446 2.867778;0.09836154 -0.8747106 2.792349;0
-0.1087862 0.206396 2.881497;-0.1144189 0.2696423 2.942354;-0.1126842 0.6472762 2.954194;-0.1212064 0.8332902 2.894448;-0.2902272 0.5278579 2.930945;-0.360671 0.2530487 2.909071;-0.3870259 -0.02495403 2.833385;-0.3746817 -0.1290941 2.786597;0.06139873 0.5319363 2.965454;0.1491772 0.2492809 2.937834;0.2048949 -0.007823151 2.867842;0.2036773 -0.1280875 2.822081;-0.1872104 0.1273977 2.858542;-0.2257712 -0.4527319 2.865035;-0.2474346 -0.8153703 2.827721;-0.2939309 -0.8769534 2.732759;-0.02897839 0.1294369 2.873686;0.02845237 -0.4350409 2.883505;0.06509866 -0.8143322 2.867743;0.098378 -0.8747324 2.79234;0
-0.1087869 0.2063938 2.881498;-0.1144109 0.2696395 2.942356;-0.1126662 0.6472833 2.95421;-0.1212255 0.8331936 2.894394;-0.2902185 0.5278446 2.930943;-0.3607101 0.2530714 2.909108;-0.3870494 -0.02499161 2.833334;-0.3746584 -0.129095 2.78657;0.06135354 0.5318062 2.965231;0.1491652 0.2492032 2.937819;0.2046903 -0.007491576 2.868209;0.2038049 -0.1273402 2.822237;-0.1872107 0.1273974 2.858545;-0.225597 -0.4519294 2.864891;-0.2472295 -0.8144155 2.827766;-0.2939316 -0.8768023 2.73282;-0.02898152 0.1294335 2.873685;0.02844493 -0.4350365 2.883511;0.06510584 -0.8143231 2.867716;0.09838597 -0.8747513 2.792347;0
-0.1087876 0.2063914 2.881499;-0.1144024 0.2696369 2.942358;-0.112656 0.64729 2.954217;-0.1212462 0.8331177 2.894344;-0.2902151 0.5278341 2.930941;-0.3607512 0.2530947 2.90914;-0.3871305 -0.02477484 2.833385;-0.3746291 -0.1290922 2.786522;0.06128085 0.5315796 2.964891;0.1491468 0.2491165 2.937804;0.204555 -0.007263574 2.868485;0.2038904 -0.1268486 2.822309;-0.1872111 0.1273971 2.858547;-0.2254835 -0.4513677 2.864779;-0.2471309 -0.8137728 2.827756;-0.2939399 -0.8766704 2.732841;-0.02898516 0.1294246 2.873677;0.02843826 -0.4350324 2.883518;0.06511687 -0.8143141 2.867697;0.09839338 -0.8747695 2.792362;0
-0.1087878 0.2063873 2.881498;-0.114393 0.269633 2.942357;-0.1126468 0.647296 2.954221;-0.1212906 0.8330303 2.894289;-0.2902137 0.527826 2.93094;-0.3607917 0.2531177 2.909166;-0.3872092 -0.02462331 2.833421;-0.3745957 -0.1290859 2.786467;0.0612071 0.5313644 2.964571;0.1491284 0.2490234 2.937783;0.2043857 -0.006718265 2.868879;0.2040012 -0.1261702 2.822354;-0.1872112 0.1273968 2.858549;-0.22542 -0.4511071 2.864715;-0.247031 -0.8133711 2.827771;-0.2939347 -0.876536 2.732846;-0.02898864 0.1294114 2.873663;0.02843122 -0.4350266 2.883525;0.06513305 -0.8143 2.867682;0.0984 -0.8747863 2.792382;0
-0.1087876 0.2063835 2.881494;-0.1143825 0.2696299 2.942354;-0.1126374 0.6473034 2.954221;-0.1213425 0.832958 2.89423;-0.2902132 0.5278199 2.930938;-0.3608422 0.2531617 2.909197;-0.3873116 -0.0243915 2.833455;-0.3745479 -0.1290675 2.786357;0.06111963 0.5311501 2.96424;0.1491087 0.2489388 2.937758;0.2043001 -0.006244753 2.869343;0.2040932 -0.1256442 2.822328;-0.1872104 0.1273979 2.858548;-0.2252909 -0.4497151 2.864429;-0.2465977 -0.8109969 2.828023;-0.2925577 -0.8727869 2.737563;-0.02899226 0.1293986 2.873646;0.02842184 -0.4350193 2.883532;0.06515363 -0.8142827 2.867672;0.09840559 -0.8747997 2.792401;0
-0.1087876 0.2063797 2.881489;-0.1143715 0.2696269 2.942351;-0.1126276 0.6473115 2.95422;-0.1214396 0.8328947 2.89411;-0.2902137 0.5278153 2.930938;-0.3608992 0.2532189 2.909221;-0.387407 -0.02350323 2.83359;-0.3745008 -0.1290471 2.786217;0.06102689 0.5309449 2.963915;0.1490856 0.2488578 2.937736;0.2042374 -0.00584311 2.869744;0.2041775 -0.1251189 2.822279;-0.1872097 0.1274003 2.858546;-0.2251597 -0.4483948 2.864152;-0.2461421 -0.8084626 2.828305;-0.2906797 -0.8682098 2.74269;-0.02899723 0.1293852 2.873627;0.02840902 -0.4350123 2.88354;0.06516969 -0.8142703 2.867664;0.09835496 -0.8747396 2.792549;0
