HipCenter; Spine; ShoulderCenter; Head; ShoulderLeft; ElbowLeft; WristLeft; HandLeft; ShoulderRight; ElbowRight; WristRight; HandRight; HipLeft; KneeLeft; AnkleLeft; FootLeft; HipRight; KneeRight; AnkleRight; FootRight
0.1414262 0.002323247 2.891713;0.1414335 0.06275184 2.951071;0.1446208 0.4272251 2.967094;0.1359582 0.6159974 2.966208;-0.01560745 0.3147747 2.9742;-0.06004133 0.06171388 2.941316;-0.05689612 -0.1486218 2.813514;-0.05136365 -0.2272285 2.77098;0.3062859 0.3102299 2.976657;0.3454136 0.05394447 2.935831;0.3572856 -0.1373919 2.815099;0.3493673 -0.2484429 2.76732;0.068467 -0.06757347 2.874794;0.01013096 -0.5255501 2.879436;-0.02144552 -0.887711 2.882872;-0.05746889 -0.9412158 2.841442;0.213319 -0.06961863 2.878901;0.2983222 -0.5238985 2.871661;0.3562745 -0.8796287 2.846319;0.3872456 -0.9420458 2.777423;0
0.1414611 0.002346011 2.891732;0.1414409 0.06277662 2.95108;0.1446087 0.4271544 2.966954;0.1359818 0.6157226 2.965981;-0.01570102 0.3148225 2.974201;-0.06015284 0.06181307 2.941457;-0.05712953 -0.1482599 2.813476;-0.05111901 -0.2242922 2.772368;0.3064308 0.3102762 2.976746;0.345838 0.05316335 2.935092;0.3527796 -0.1388849 2.814895;0.3472149 -0.2397868 2.770336;0.06847917 -0.06758334 2.874761;0.01009902 -0.5253533 2.879426;-0.0213725 -0.8878171 2.883091;-0.05721429 -0.9410744 2.841031;0.2134896 -0.0696497 2.879084;0.2980924 -0.5243118 2.871756;0.3562956 -0.8797423 2.846355;0.3869926 -0.9422133 2.777083;0
0.1414664 0.002349442 2.891734;0.141442 0.06278037 2.951081;0.144607 0.4271435 2.966932;0.1359888 0.6156774 2.965945;-0.01571434 0.3148321 2.9742;-0.06016958 0.06182809 2.941478;-0.05716494 -0.1482061 2.81347;-0.05115035 -0.223733 2.772677;0.3064527 0.3102831 2.976759;0.3459104 0.05303283 2.934972;0.352032 -0.1391401 2.814821;0.3463809 -0.2371601 2.77091;0.06848107 -0.06758465 2.874755;0.01001772 -0.5255485 2.879515;-0.02136773 -0.8878191 2.883118;-0.05731028 -0.9413279 2.84021;0.2135154 -0.06965446 2.879111;0.2980574 -0.5243763 2.871771;0.3562948 -0.8797679 2.846371;0.3869537 -0.942239 2.777031;0
0.1414703 0.002351983 2.891736;0.1414429 0.06278314 2.951082;0.1446082 0.4271378 2.966918;0.1359969 0.6156412 2.965914;-0.01571366 0.3148559 2.974192;-0.06018287 0.06183956 2.941495;-0.05726029 -0.1482005 2.813642;-0.05165506 -0.2230133 2.773401;0.3064684 0.3102894 2.976768;0.3459678 0.05292493 2.934875;0.3513798 -0.1393477 2.814682;0.3454014 -0.2349769 2.771246;0.0684827 -0.06758549 2.874751;0.009935267 -0.5257637 2.87961;-0.02136561 -0.8878154 2.883133;-0.05736504 -0.9414917 2.839605;0.2135348 -0.06965809 2.879132;0.2980315 -0.5244502 2.871786;0.3562929 -0.8798029 2.846413;0.3869272 -0.9422592 2.776996;0
0.1414736 0.002354096 2.891738;0.1414436 0.06278553 2.951082;0.1446332 0.4271408 2.966903;0.1360157 0.615612 2.965886;-0.01567993 0.3149109 2.97416;-0.06019583 0.06185175 2.941512;-0.05748987 -0.1481551 2.813974;-0.05290647 -0.2219091 2.774871;0.306479 0.3102973 2.976773;0.3460188 0.05286276 2.934801;0.3481917 -0.1413759 2.814176;0.3444563 -0.2332432 2.771408;0.06848557 -0.06758382 2.874747;0.009831198 -0.5260018 2.879683;-0.02136657 -0.8877875 2.883123;-0.05758649 -0.9418204 2.83863;0.2135488 -0.06965852 2.879152;0.2980121 -0.5245146 2.871799;0.3563024 -0.8799207 2.846548;0.3869054 -0.942274 2.776976;0
0.1414762 0.00235574 2.891739;0.1414444 0.0627882 2.951082;0.1447192 0.4271478 2.966841;0.1360487 0.6155869 2.96586;-0.01560022 0.3150434 2.974103;-0.06020994 0.06186628 2.941537;-0.05794424 -0.148049 2.814451;-0.05450067 -0.2205113 2.776587;0.306484 0.310307 2.976771;0.3460692 0.05282825 2.934736;0.3461653 -0.1427269 2.813745;0.3434209 -0.2318107 2.771447;0.06848859 -0.06758057 2.874743;0.009711851 -0.526275 2.879749;-0.02136158 -0.8877825 2.883131;-0.05785502 -0.9421429 2.837377;0.2135571 -0.06965835 2.879171;0.2979982 -0.5245689 2.87181;0.3562616 -0.8803521 2.846861;0.3868917 -0.9422914 2.776958;0
0.1414782 0.002357054 2.89174;0.1414454 0.06279086 2.951082;0.144821 0.4271453 2.966761;0.1360978 0.615534 2.965798;-0.01550603 0.3151761 2.97403;-0.06022508 0.0618774 2.941559;-0.05880985 -0.1479251 2.815475;-0.05629489 -0.2189656 2.77865;0.3064752 0.3103168 2.976754;0.3461145 0.05280888 2.934685;0.3451548 -0.1434172 2.813582;0.3425301 -0.230462 2.771552;0.06849255 -0.06757497 2.874738;0.009583175 -0.5265273 2.879746;-0.02135453 -0.8877771 2.883137;-0.05801411 -0.9423109 2.836539;0.2135593 -0.06965571 2.87919;0.297986 -0.5246329 2.871822;0.3562194 -0.880783 2.84717;0.3868819 -0.9423045 2.776947;0
0.1414827 0.002364052 2.89174;0.141447 0.06280014 2.95108;0.1449817 0.4271462 2.966649;0.1362021 0.615491 2.965782;-0.01539059 0.3153331 2.973932;-0.06031061 0.06200586 2.941629;-0.06225291 -0.1449506 2.819166;-0.05768394 -0.2185837 2.77981;0.3064992 0.310353 2.976768;0.3461604 0.05280413 2.934636;0.3444752 -0.1439026 2.813491;0.3417908 -0.2293869 2.771616;0.06849806 -0.06756069 2.874726;0.009438056 -0.526765 2.879673;-0.02133831 -0.8877552 2.883126;-0.05824604 -0.9425143 2.835303;0.2135598 -0.0696407 2.879224;0.2979764 -0.5246893 2.871832;0.3561813 -0.8810893 2.847407;0.3868743 -0.9423136 2.776939;0
0.1414883 0.002376728 2.891739;0.1414464 0.0628154 2.951076;0.1451497 0.4271491 2.966526;0.136336 0.6154442 2.965775;-0.01526493 0.3155018 2.973811;-0.06047248 0.06220261 2.941761;-0.06467605 -0.1430433 2.821317;-0.05923577 -0.2173204 2.781305;0.3065806 0.3104165 2.976836;0.3462436 0.05283968 2.934577;0.3443052 -0.1439616 2.813463;0.3413613 -0.2288275 2.7716;0.06850315 -0.06753897 2.874709;0.00929802 -0.5268627 2.879452;-0.02132907 -0.8877909 2.883118;-0.05837706 -0.942584 2.834609;0.2135591 -0.06962217 2.879258;0.2979684 -0.5247437 2.871841;0.3561251 -0.8812887 2.847584;0.386873 -0.94232 2.776946;0
0.1414963 0.002395681 2.891737;0.1414444 0.0628358 2.951071;0.1453135 0.4271539 2.966413;0.1365719 0.615382 2.965734;-0.01512161 0.3156905 2.973629;-0.06067163 0.06242733 2.9419;-0.06650058 -0.1417158 2.822808;-0.06107205 -0.2153566 2.783087;0.3066866 0.3105668 2.976947;0.34638 0.05296405 2.934585;0.3446883 -0.1438582 2.813413;0.3410926 -0.2283999 2.771654;0.06851248 -0.06750005 2.874679;0.009114527 -0.5269616 2.879005;-0.02131868 -0.8878211 2.883107;-0.05843962 -0.9426194 2.834204;0.2135584 -0.06959668 2.879299;0.29796 -0.5247991 2.87185;0.3560709 -0.8814528 2.847736;0.3868674 -0.9423219 2.776943;0
