HipCenter; Spine; ShoulderCenter; Head; ShoulderLeft; ElbowLeft; WristLeft; HandLeft; ShoulderRight; ElbowRight; WristRight; HandRight; HipLeft; KneeLeft; AnkleLeft; FootLeft; HipRight; KneeRight; AnkleRight; FootRight
0.02018401 0.1320404 2.956857;0.02534057 0.1995231 3.020913;0.01607753 0.601127 3.035196;0.002675284 0.8050326 3.019809;-0.1577546 0.4687549 3.047504;-0.2063818 0.1881079 3.001904;-0.2464883 -0.05973081 2.89754;-0.2395979 -0.1467736 2.862703;0.1763259 0.4698357 3.011613;0.2498045 0.1870309 2.973253;0.2907041 -0.04571211 2.891785;0.2821889 -0.1494597 2.839409;-0.05433375 0.05750563 2.951445;-0.08504325 -0.4539132 2.978803;-0.09886803 -0.8271903 2.955054;-0.1354471 -0.8981886 2.902424;0.0960025 0.05799197 2.932717;0.1461036 -0.4467398 2.959136;0.1789498 -0.8104171 2.93002;0.1964749 -0.8717467 2.858744;0
0.02067451 0.1346744 2.95638;0.02585427 0.2016551 3.020357;0.01631757 0.6015885 3.034576;0.00247262 0.8052776 3.018689;-0.1581082 0.4699708 3.047693;-0.2071393 0.1893085 3.001748;-0.2494265 -0.04563247 2.901746;-0.2420837 -0.1463697 2.859343;0.1762881 0.4699523 3.011126;0.249752 0.1867741 2.972938;0.2910172 -0.04763454 2.887223;0.2822136 -0.1493739 2.83925;-0.0538893 0.06056052 2.95068;-0.08508816 -0.4538979 2.977991;-0.09916115 -0.8273469 2.954559;-0.1353636 -0.8986309 2.901815;0.09650806 0.06012426 2.932472;0.1464065 -0.4464912 2.958554;0.1775244 -0.8083109 2.931468;0.1961064 -0.8704164 2.860968;0
0.02075672 0.1351001 2.956311;0.0259393 0.2019998 3.020273;0.01635469 0.6016598 3.034482;0.002443447 0.8053067 3.018515;-0.1581637 0.4701857 3.047738;-0.207268 0.189528 3.001722;-0.2498193 -0.04350157 2.90238;-0.24248 -0.1463111 2.858814;0.1762822 0.4699703 3.011053;0.2497443 0.1867353 2.972891;0.2910777 -0.04789355 2.886563;0.2822159 -0.1493616 2.839236;-0.05381109 0.06107441 2.950558;-0.08509496 -0.453895 2.977868;-0.09920856 -0.8273761 2.954482;-0.135346 -0.8987111 2.901721;0.09659052 0.06046157 2.932445;0.1464531 -0.4464531 2.958466;0.1772244 -0.8078402 2.931741;0.1960485 -0.8701604 2.861457;0
0.0208156 0.1354012 2.95626;0.02600372 0.2022455 3.020213;0.01638263 0.6017129 3.034415;0.002422137 0.8053297 3.018388;-0.1582307 0.4703856 3.047827;-0.2073856 0.1897501 3.001708;-0.2500756 -0.04172283 2.903059;-0.2427713 -0.1462679 2.858426;0.1762584 0.4699725 3.010992;0.2497358 0.1866958 2.972856;0.2910983 -0.04806479 2.886017;0.2821612 -0.1494125 2.839278;-0.05375468 0.06143637 2.95047;-0.08509916 -0.4538906 2.977775;-0.09927005 -0.8273717 2.954444;-0.1353176 -0.8987572 2.90166;0.09665293 0.06069596 2.932433;0.1464886 -0.4464241 2.958402;0.1769659 -0.8074196 2.931949;0.1959661 -0.8699912 2.861961;0
0.02086395 0.135612 2.956231;0.02605861 0.2024204 3.020175;0.01640471 0.6017516 3.034369;0.002407237 0.8053269 3.018293;-0.1582902 0.4705852 3.047967;-0.2074936 0.1899422 3.001703;-0.2502606 -0.04040406 2.903585;-0.2429863 -0.146235 2.858141;0.1762303 0.4699677 3.010946;0.2497282 0.1866649 2.972831;0.2911091 -0.04818796 2.88564;0.2821694 -0.1506749 2.839124;-0.05371153 0.06170169 2.950408;-0.08510121 -0.4538861 2.977708;-0.09933115 -0.8273565 2.954432;-0.1352662 -0.8987697 2.901615;0.09670292 0.06084105 2.93244;0.1465164 -0.4464025 2.958354;0.1767551 -0.8071587 2.932108;0.1959373 -0.8698921 2.86238;0
0.02089977 0.1357876 2.956211;0.02609942 0.2025608 3.020148;0.01641718 0.6017783 3.034339;0.002373996 0.8053396 3.018241;-0.1583527 0.4707662 3.048116;-0.207586 0.1901076 3.001698;-0.250362 -0.03928468 2.904179;-0.2431475 -0.1462121 2.857929;0.1762006 0.4699557 3.010906;0.249721 0.186637 2.972813;0.2911167 -0.04826511 2.885362;0.2821571 -0.1516553 2.839096;-0.05367409 0.06193189 2.950365;-0.08510229 -0.4538818 2.977658;-0.09946691 -0.8271797 2.954498;-0.1351386 -0.8986719 2.901653;0.09674113 0.06096873 2.932438;0.14654 -0.446383 2.958318;0.1765104 -0.8068975 2.932286;0.1959444 -0.8697324 2.862834;0
0.02092727 0.1359059 2.9562;0.02613215 0.2026566 3.020133;0.01642635 0.6017938 3.034332;0.002347107 0.805343 3.018204;-0.1583964 0.470881 3.048218;-0.2076684 0.1902489 3.001696;-0.2502194 -0.03938384 2.904479;-0.2432581 -0.1462126 2.857774;0.1761695 0.4699391 3.010879;0.249714 0.1866134 2.972802;0.2911099 -0.04829817 2.885206;0.2821233 -0.1527331 2.839045;-0.05364818 0.06208509 2.950333;-0.08510119 -0.4538762 2.977619;-0.09957487 -0.8270454 2.954531;-0.1350287 -0.8985825 2.901658;0.09677167 0.0610491 2.932446;0.1465628 -0.4463677 2.95829;0.1763001 -0.8067243 2.932427;0.1959874 -0.8696311 2.86322;0
0.02094625 0.1360455 2.956215;0.02615868 0.2027543 3.020135;0.01643027 0.6018024 3.034333;0.002323348 0.8053441 3.018175;-0.158436 0.4709806 3.048326;-0.2077485 0.190384 3.001693;-0.2495914 -0.03886339 2.905304;-0.2433411 -0.1462113 2.857657;0.176137 0.4699195 3.010853;0.2497068 0.1865889 2.972791;0.2910953 -0.04829663 2.88504;0.2820071 -0.1530077 2.839148;-0.05362188 0.06227888 2.95033;-0.08509976 -0.4538701 2.977589;-0.09965347 -0.8269666 2.954562;-0.1348292 -0.8984031 2.901546;0.09679328 0.06115903 2.932471;0.1465825 -0.4463553 2.958266;0.1761221 -0.8066322 2.932533;0.1966203 -0.8700654 2.864411;0
0.0210315 0.1375949 2.956474;0.02627641 0.203734 3.020312;0.01644569 0.6018283 3.034353;0.002311251 0.8053482 3.01815;-0.1584632 0.4710587 3.048407;-0.2078293 0.1905321 3.001688;-0.2492292 -0.0384173 2.90587;-0.2433976 -0.1462445 2.857569;0.1761047 0.4699059 3.010829;0.2496998 0.1865646 2.972782;0.2910526 -0.04828197 2.884928;0.2819365 -0.153651 2.839207;-0.05348037 0.06394643 2.950607;-0.0850963 -0.45386 2.977563;-0.09971957 -0.8269126 2.954577;-0.1346415 -0.8982382 2.901415;0.09681036 0.06305772 2.932655;0.1466035 -0.4463428 2.958246;0.1759375 -0.8065218 2.932622;0.196815 -0.8702662 2.865198;0
0.02109817 0.1383646 2.956653;0.02637522 0.2043543 3.020463;0.0164646 0.6018568 3.034388;0.002302738 0.8053492 3.018132;-0.1584851 0.4711245 3.048483;-0.2079084 0.1906775 3.001691;-0.2489683 -0.03806043 2.906362;-0.2434406 -0.1462514 2.857512;0.1760731 0.4698916 3.010811;0.2496922 0.1865463 2.972775;0.291055 -0.04824258 2.884915;0.281975 -0.1541326 2.839375;-0.05337968 0.06460197 2.950706;-0.08508908 -0.4538442 2.977552;-0.09976864 -0.8269077 2.954592;-0.1344844 -0.8980945 2.901234;0.09681785 0.06418324 2.932887;0.1466248 -0.4463304 2.958228;0.1757434 -0.8064622 2.932703;0.196957 -0.8704501 2.865861;0
0.02113163 0.1389116 2.956808;0.02643215 0.2048063 3.020595;0.01647611 0.6018739 3.034433;0.002296195 0.8053479 3.01812;-0.1585084 0.4711844 3.048568;-0.2080094 0.190885 3.001703;-0.248414 -0.04427619 2.903442;-0.2433899 -0.1464726 2.857444;0.1760557 0.4698809 3.010804;0.2496862 0.1865315 2.972771;0.2910324 -0.04818936 2.884906;0.2819381 -0.1545117 2.839499;-0.0533315 0.06498153 2.950766;-0.08507971 -0.4538257 2.97755;-0.0998132 -0.826919 2.954608;-0.1343129 -0.8979062 2.900969;0.09680682 0.06496799 2.933102;0.1466449 -0.4463201 2.958214;0.175539 -0.8065227 2.932744;0.2000385 -0.8733106 2.870711;0
0.0211482 0.1392919 2.956932;0.02647237 0.2051453 3.020712;0.01650278 0.6018965 3.034505;0.00229537 0.805322 3.01812;-0.1585242 0.4712276 3.048636;-0.2081086 0.1910856 3.00171;-0.2480388 -0.0488074 2.901736;-0.2433593 -0.1465645 2.857417;0.1760413 0.4698691 3.010802;0.2496802 0.1865093 2.972768;0.290989 -0.04814637 2.884969;0.2819024 -0.1549788 2.839743;-0.05330233 0.06522857 2.950805;-0.08507025 -0.4538058 2.977552;-0.09986553 -0.82696 2.954643;-0.1341775 -0.8977651 2.900757;0.09677606 0.06554544 2.933289;0.1466653 -0.4463117 2.958205;0.1753208 -0.8065528 2.932771;0.2011918 -0.8741209 2.872339;0
0.02115821 0.139578 2.957031;0.02650318 0.2054151 3.020808;0.01652084 0.6019188 3.034565;0.002290329 0.8053004 3.018122;-0.1585369 0.4712625 3.048695;-0.2082208 0.1913095 3.001727;-0.2476825 -0.05243741 2.900428;-0.2433203 -0.1466422 2.857406;0.1760179 0.469858 3.010799;0.249676 0.1864967 2.972766;0.2909253 -0.04806185 2.884959;0.2818584 -0.1553214 2.839897;-0.05328098 0.06540737 2.950832;-0.08506296 -0.4537856 2.977558;-0.09991624 -0.8270224 2.954678;-0.1340754 -0.8976603 2.900554;0.09674618 0.06600638 2.93345;0.1466864 -0.4463034 2.958196;0.1750924 -0.8066875 2.932769;0.2018494 -0.8746099 2.873165;0
0.02116362 0.1397764 2.957098;0.0265265 0.2056111 3.020877;0.01654442 0.6019413 3.034626;0.002289706 0.805234 3.018115;-0.1585462 0.471281 3.048743;-0.2083089 0.1914798 3.00174;-0.2476552 -0.05347406 2.899983;-0.2432789 -0.1467028 2.85741;0.1759944 0.4698467 3.010797;0.2496715 0.1864844 2.972766;0.2908408 -0.04795294 2.884922;0.2817078 -0.1553538 2.840186;-0.0532698 0.06553067 2.950853;-0.08505745 -0.4537707 2.977566;-0.09996684 -0.8271084 2.954718;-0.1339828 -0.8975881 2.900362;0.09672247 0.06635181 2.933565;0.1467085 -0.4462951 2.958187;0.1748833 -0.8068012 2.932739;0.2023373 -0.8749667 2.873748;0
