HipCenter; Spine; ShoulderCenter; Head; ShoulderLeft; ElbowLeft; WristLeft; HandLeft; ShoulderRight; ElbowRight; WristRight; HandRight; HipLeft; KneeLeft; AnkleLeft; FootLeft; HipRight; KneeRight; AnkleRight; FootRight
0.2190991 0.1566394 3.177063;0.2223033 0.2124321 3.231335;0.2117501 0.5457427 3.241382;0.1919306 0.7452326 3.211597;0.04081978 0.4390961 3.252284;-0.001915447 0.19343 3.235301;0.003680279 0.02896023 3.096679;0.01950868 -0.04551987 3.035551;0.3767356 0.4311669 3.218491;0.4521507 0.205492 3.188174;0.4244421 0.01919907 3.063629;0.4021545 -0.06896587 3.028066;0.1449196 0.08421738 3.165345;0.06167204 -0.5220961 3.110786;0.01272266 -0.8795168 3.054657;-0.005298967 -0.9407474 2.98195;0.2960817 0.08064924 3.159384;0.3991342 -0.4925796 3.134946;0.4534646 -0.8851112 3.113522;0.4465759 -0.9148973 3.032694;0
0.2217558 0.1568327 3.177103;0.2246047 0.2125039 3.231575;0.213784 0.5460433 3.242606;0.1934167 0.7451379 3.211959;0.04167541 0.4386953 3.252257;0.001145763 0.1923399 3.2345;0.0245296 0.01145929 3.071307;0.02885239 -0.06091325 3.016878;0.3799109 0.4309041 3.219714;0.4526517 0.2051484 3.188578;0.4253138 0.01877509 3.062969;0.4001942 -0.07961271 3.019823;0.1473874 0.08406598 3.164319;0.06226428 -0.5223593 3.110836;0.01312112 -0.8817587 3.054632;-0.004202676 -0.9415003 2.982738;0.2996477 0.08070393 3.159967;0.4013394 -0.4962335 3.135955;0.4536246 -0.8852352 3.114116;0.4470963 -0.9148352 3.033575;0
0.2231437 0.156826 3.177172;0.2257167 0.2124325 3.231745;0.214839 0.5461051 3.243441;0.1943433 0.7449966 3.211955;0.042377 0.4385174 3.25225;0.002259284 0.1922395 3.234416;0.03367708 0.006188668 3.063942;0.04292374 -0.06495687 3.009203;0.3817963 0.4303643 3.220362;0.4540273 0.2046697 3.188116;0.4261994 0.01751745 3.060934;0.3999507 -0.08705147 3.013623;0.1487852 0.08402521 3.163992;0.06269884 -0.5222825 3.110769;0.01319637 -0.8821731 3.054605;-0.004007594 -0.9416383 2.982791;0.301485 0.08058803 3.160126;0.4020108 -0.4971575 3.136138;0.4536572 -0.8853163 3.114375;0.4682632 -0.9390392 3.06905;0
0.2274467 0.1572177 3.177228;0.2292372 0.2125492 3.232002;0.2202259 0.5459336 3.245076;0.2007036 0.7435693 3.213307;0.04908627 0.4373092 3.250194;0.00487049 0.1923378 3.234228;0.04890275 0.01556501 3.066615;0.06751722 -0.05953274 3.007416;0.3912377 0.4300085 3.223449;0.4569136 0.2041751 3.187327;0.4284288 0.01660665 3.058146;0.4026982 -0.08986078 3.007006;0.1525939 0.0841585 3.163095;0.06348309 -0.5221032 3.110446;0.01328352 -0.8825398 3.054536;-0.00385401 -0.941744 2.982807;0.3061428 0.08093196 3.160593;0.4031 -0.4981347 3.136282;0.4536989 -0.8855525 3.114765;0.4798084 -0.9520137 3.087797;0
0.2351562 0.158022 3.17724;0.2358992 0.2130108 3.232156;0.2286741 0.5456211 3.245815;0.2129726 0.7429088 3.215054;0.05777909 0.4367256 3.247614;0.01144173 0.1938853 3.232641;0.08432537 0.01220407 3.054953;0.1167666 -0.05348003 2.995176;0.40391 0.4295868 3.22676;0.4645207 0.2023251 3.186503;0.4321957 0.01619701 3.054307;0.4063941 -0.09006596 3.001074;0.1592663 0.08455815 3.161772;0.06624016 -0.5214534 3.108629;0.01345713 -0.8830135 3.05428;-0.003726379 -0.9418453 2.982729;0.3145753 0.08136501 3.161592;0.4046749 -0.4993236 3.136254;0.4536593 -0.8863865 3.115575;0.4846432 -0.9573221 3.095566;0
0.2451327 0.1591046 3.177713;0.2449306 0.213905 3.232604;0.2405496 0.5457442 3.24569;0.2276258 0.7428992 3.216051;0.06955539 0.4371724 3.243968;0.02193094 0.1989472 3.230715;0.1028045 0.03714014 3.058348;0.1588594 -0.02002097 2.99714;0.4205321 0.4283794 3.230112;0.4766684 0.1955219 3.186363;0.4385296 0.01649642 3.047702;0.4117654 -0.08685619 2.992729;0.16762 0.08522732 3.160928;0.07214528 -0.5189869 3.103235;0.01370717 -0.8835021 3.053869;-0.003607298 -0.9419212 2.982583;0.3252534 0.08154964 3.163339;0.4065983 -0.5003525 3.136053;0.4536282 -0.8871311 3.116273;0.4875868 -0.9606005 3.100391;0
0.25276 0.1594986 3.177951;0.2518037 0.2143855 3.232709;0.2500005 0.5458519 3.244079;0.242477 0.7439494 3.216042;0.08255307 0.4382561 3.238765;0.03300413 0.2066991 3.228802;0.1681536 0.05959898 3.04057;0.2179661 0.03224478 2.973218;0.4321212 0.4276354 3.231964;0.4936793 0.1935355 3.191174;0.4524757 0.02977657 3.04404;0.4245915 -0.05121949 2.97922;0.1746293 0.08539128 3.16018;0.07959306 -0.5145839 3.095675;0.01464956 -0.8840714 3.052728;-0.00350037 -0.9420008 2.982355;0.3331301 0.08118919 3.164828;0.4097926 -0.5018644 3.135693;0.4536221 -0.887794 3.116898;0.4895503 -0.9628127 3.103705;0
0.2601448 0.1586293 3.178464;0.2585276 0.2141717 3.232872;0.2601771 0.5465932 3.240894;0.2546265 0.7447589 3.214846;0.092127 0.4392565 3.234347;0.04331822 0.2145276 3.225845;0.2046443 0.09997907 3.029555;0.2602851 0.08936677 2.966329;0.4401948 0.4271831 3.232893;0.514789 0.1927559 3.207398;0.4763146 0.06388664 3.041891;0.4367943 -0.002785305 2.973646;0.1815177 0.08441438 3.159926;0.08560783 -0.5097082 3.087366;0.01563184 -0.8846757 3.05135;-0.003376408 -0.942095 2.98194;0.3408452 0.07932168 3.167219;0.4136541 -0.5030456 3.135395;0.4536148 -0.888616 3.117569;0.4903618 -0.9637843 3.105206;0
0.2789922 0.1322843 3.180873;0.2720861 0.2010982 3.233735;0.2716775 0.5475945 3.237753;0.2680701 0.7454838 3.213384;0.1051492 0.4410324 3.225204;0.05279293 0.2234038 3.218607;0.216431 0.1491529 3.028874;0.2747769 0.1457022 2.972276;0.4464327 0.426988 3.233505;0.5250018 0.1936921 3.216147;0.470642 0.0905467 3.031126;0.4357156 0.05287043 2.962497;0.1994796 0.05974239 3.160105;0.08957383 -0.5053284 3.079887;0.01648184 -0.8851143 3.050144;-0.003276378 -0.942184 2.981518;0.3565527 0.05263165 3.17649;0.417762 -0.502551 3.135316;0.4536096 -0.889217 3.118101;0.4894101 -0.9619778 3.103452;0
0.2861811 0.12906 3.18309;0.2784579 0.1980848 3.234838;0.2800951 0.5477009 3.234779;0.2780187 0.7461913 3.211607;0.1132125 0.4421711 3.21921;0.06016867 0.2320072 3.206076;0.2207406 0.1942497 3.020962;0.2732472 0.2056814 2.974647;0.4529192 0.4277264 3.235029;0.5319545 0.1968687 3.224511;0.4684791 0.1160286 3.037532;0.4360045 0.1098818 2.976786;0.2093246 0.05669835 3.162936;0.09173869 -0.5012523 3.073498;0.01717605 -0.8854392 3.049017;-0.003203688 -0.9422707 2.980955;0.3617104 0.0487974 3.180931;0.4215418 -0.5019928 3.135183;0.4536864 -0.8899365 3.118633;0.4890145 -0.9611889 3.102942;0
