HipCenter; Spine; ShoulderCenter; Head; ShoulderLeft; ElbowLeft; WristLeft; HandLeft; ShoulderRight; ElbowRight; WristRight; HandRight; HipLeft; KneeLeft; AnkleLeft; FootLeft; HipRight; KneeRight; AnkleRight; FootRight
0.1979871 -0.01362173 2.915815;0.1874578 0.04082564 2.977928;0.1831803 0.3974735 3.022907;0.1726879 0.5864544 3.055958;0.05390283 0.3007005 2.969706;0.05540286 0.2894409 2.688978;0.1903589 0.4130726 2.561208;0.2312042 0.4579854 2.539959;0.3457918 0.3169467 3.024636;0.4554345 0.2925799 2.771416;0.4356779 0.3703188 2.557645;0.4052505 0.4033879 2.483125;0.1346789 -0.08298998 2.877358;0.0260836 -0.4878992 2.760063;-0.01267785 -0.8633361 2.881376;-0.05124905 -0.9387885 2.876904;0.2660289 -0.07567917 2.915742;0.3236232 -0.491677 2.819808;0.2771011 -0.884106 2.846832;0.2888638 -0.9081739 2.778077;0
0.2000513 -0.01087709 2.914682;0.1902208 0.04306024 2.976882;0.1952991 0.396421 3.022827;0.1795782 0.5878065 3.057354;0.05506065 0.3008013 2.969024;0.05543903 0.288313 2.687529;0.1745336 0.3930615 2.53749;0.1883803 0.4086941 2.534702;0.3484223 0.3169467 3.025014;0.4589463 0.304215 2.799255;0.4231009 0.3848245 2.555069;0.3925607 0.4018585 2.504415;0.1357304 -0.08074601 2.875043;0.03084138 -0.4640827 2.72188;-0.02050159 -0.859279 2.866799;-0.05111406 -0.9282269 2.862926;0.2672842 -0.07381107 2.915111;0.3237122 -0.4932346 2.820238;0.2756959 -0.8847854 2.846199;0.2873163 -0.9082093 2.7793;1
0.2066777 0.003220016 2.91449;0.199037 0.0582669 2.977367;0.2173678 0.4207262 3.029666;0.1924219 0.5953955 3.060459;0.05558679 0.3009178 2.968803;0.02509034 0.2710044 2.705253;0.12487 0.3470502 2.529763;0.1285777 0.3567856 2.523077;0.3529717 0.3203733 3.025685;0.4648894 0.3123688 2.812913;0.4249028 0.3910536 2.559173;0.401125 0.4056099 2.519479;0.1384706 -0.07349831 2.873903;0.0398523 -0.4109984 2.664234;-0.02144224 -0.7942481 2.809221;-0.04539656 -0.8539457 2.801325;0.2744745 -0.05689844 2.914326;0.3237341 -0.4935149 2.820389;0.2754749 -0.8848953 2.846103;0.2870568 -0.9083255 2.77925;1
0.212102 0.01568278 2.914067;0.2061228 0.06949449 2.977778;0.2271851 0.4313495 3.034008;0.2019906 0.6011936 3.062497;0.07597487 0.3268035 2.98256;-0.01278474 0.2367907 2.749636;0.05901872 0.2908806 2.543281;0.06152516 0.2953048 2.518737;0.3609578 0.3269413 3.025214;0.4774988 0.3241197 2.824945;0.4713045 0.3973023 2.59812;0.4211619 0.414136 2.530117;0.1449567 -0.05265301 2.872616;0.0498919 -0.3310412 2.60617;-0.01319818 -0.692495 2.742994;-0.0339196 -0.753231 2.727555;0.2791443 -0.04491369 2.912831;0.3237593 -0.4938479 2.820712;0.2753042 -0.8849779 2.846031;0.2866411 -0.9083976 2.779214;1
0.2196543 0.05961867 2.916299;0.2167093 0.105589 2.980729;0.2330326 0.4389974 3.037144;0.2113556 0.6085651 3.061885;0.08485743 0.3407363 2.99027;-0.02729526 0.2253132 2.767001;-0.01146675 0.2271361 2.547858;-0.01536876 0.2234585 2.537286;0.3702173 0.3360469 3.023417;0.4952918 0.3361603 2.835548;0.5062685 0.398784 2.626971;0.4596318 0.4312059 2.536429;0.1501349 -0.005221595 2.879234;0.06026324 -0.2368896 2.552249;0.002022391 -0.5623409 2.659152;-0.01850671 -0.626116 2.637684;0.2858594 -0.004376956 2.906645;0.3232608 -0.4936479 2.821511;0.2750742 -0.8850212 2.845845;0.2854972 -0.908613 2.778029;1
0.2233249 0.0940333 2.919945;0.2226182 0.1331307 2.98436;0.2361868 0.4460717 3.04028;0.2219126 0.6198826 3.057802;0.08799639 0.3501125 2.996783;-0.08081695 0.244013 2.818188;-0.07355142 0.1711305 2.598804;-0.07543816 0.1561914 2.577826;0.3801976 0.3472709 3.020214;0.5186892 0.3518128 2.845328;0.533301 0.3981285 2.64333;0.5032786 0.4394947 2.541011;0.151666 0.02704136 2.885354;0.07096604 -0.1263185 2.505802;0.01662895 -0.4336027 2.574137;-0.003585376 -0.498727 2.535746;0.2905247 0.02705762 2.903584;0.3215532 -0.4901227 2.823053;0.2746039 -0.884894 2.845248;0.2830982 -0.908573 2.775865;1
0.2272976 0.1467048 2.933167;0.22955 0.1804743 2.995294;0.2380512 0.4517029 3.042096;0.229425 0.6302508 3.050451;0.08658961 0.3605252 3.005962;-0.06190155 0.215331 2.96813;-0.1049593 0.1141603 2.715592;-0.1245493 0.08195406 2.645532;0.3869386 0.3574651 3.016504;0.5285214 0.3591668 2.84999;0.5653107 0.3954486 2.656936;0.5484481 0.438522 2.529098;0.1531503 0.07869189 2.905286;0.08014055 -0.01327042 2.477413;0.02780299 -0.3234847 2.487377;0.009702297 -0.3563468 2.426432;0.2963908 0.07893951 2.909295;0.3154967 -0.4508089 2.825943;0.2734935 -0.8839048 2.842644;0.2786017 -0.907573 2.770478;1
0.2531483 0.1176233 2.914869;0.2524397 0.16554 2.980927;0.2387514 0.457094 3.042985;0.2321495 0.6405498 3.038046;0.07957019 0.3748885 3.01995;-0.04671566 0.1974853 3.03732;-0.1099221 0.06389134 2.834097;-0.1441574 0.00544282 2.744071;0.393382 0.3690896 3.012249;0.5368813 0.3673699 2.853444;0.584392 0.3949763 2.664941;0.6020368 0.43477 2.517728;0.1810226 0.04604669 2.892587;0.0898809 0.09519753 2.478098;0.04457824 -0.2122977 2.398291;0.02841997 -0.2450639 2.338554;0.3311097 0.04711515 2.88333;0.3135225 -0.4429038 2.823566;0.2724758 -0.8813477 2.83873;0.2887511 -0.9213865 2.788215;1
0.265051 0.1069975 2.908173;0.2641133 0.1563646 2.974099;0.2391346 0.4619513 3.042859;0.2320228 0.6472469 3.026706;0.07499345 0.3828775 3.028542;-0.02175598 0.172951 3.081617;-0.1096454 0.003968761 2.939257;-0.1344189 -0.05177483 2.864935;0.3977067 0.378138 3.008763;0.5421826 0.3735906 2.85648;0.6060048 0.3939615 2.673053;0.6518248 0.4236031 2.509468;0.1928678 0.03397605 2.891544;0.1020219 0.1467769 2.481342;0.05683357 -0.1432796 2.355215;0.04162562 -0.1775186 2.297712;0.3466735 0.03503484 2.871388;0.3122021 -0.4363532 2.817951;0.2715867 -0.8784457 2.833051;0.2935854 -0.9279655 2.796929;0
0.2695166 0.1056922 2.906626;0.2688602 0.1549878 2.972106;0.2386203 0.465722 3.041381;0.2280293 0.6480694 3.012302;0.07219347 0.3876084 3.033854;-0.01081821 0.1711182 3.095477;-0.1108383 -0.01621413 2.986425;-0.1116043 -0.08949552 2.958957;0.4000261 0.3841272 3.004409;0.5465457 0.3783415 2.859374;0.6212581 0.3926812 2.67793;0.6766948 0.4164673 2.506653;0.1987341 0.02927951 2.893252;0.08654574 0.179119 2.412314;0.05492897 -0.09734249 2.297152;0.05310767 -0.08572242 2.222943;0.3516098 0.03469418 2.867965;0.3115532 -0.4264709 2.808314;0.2708155 -0.868596 2.825014;0.2955634 -0.9311908 2.802262;4
