HipCenter; Spine; ShoulderCenter; Head; ShoulderLeft; ElbowLeft; WristLeft; HandLeft; ShoulderRight; ElbowRight; WristRight; HandRight; HipLeft; KneeLeft; AnkleLeft; FootLeft; HipRight; KneeRight; AnkleRight; FootRight
-0.03290737 0.1352514 2.908787;-0.02493494 0.2030205 2.964293;-0.03292027 0.5802397 2.949789;-0.07434387 0.7679337 2.886217;-0.2142351 0.4639938 2.973143;-0.2645192 0.2286377 2.920856;-0.1468866 0.3284546 2.762723;-0.1081227 0.3906837 2.730236;0.1251834 0.4673395 2.921066;0.2040262 0.2263963 2.916228;0.03391699 0.3771387 2.74371;0.01215105 0.4357594 2.703899;-0.1092743 0.05780957 2.91106;-0.1790713 -0.4352784 2.837492;-0.192909 -0.8191701 2.885041;-0.2119886 -0.8763341 2.853501;0.043464 0.05931513 2.88749;0.0926535 -0.4295845 2.798064;0.0838972 -0.8094646 2.821322;0.09631197 -0.8755489 2.780115;0
-0.03283454 0.1351226 2.908948;-0.02530279 0.2028204 2.964563;-0.03242142 0.5804024 2.950764;-0.07198253 0.7698396 2.887772;-0.2139853 0.4640864 2.97221;-0.2616443 0.2286948 2.914016;-0.1414212 0.3345456 2.762532;-0.09489496 0.4088408 2.7325;0.1260918 0.4676332 2.923132;0.2040472 0.2261993 2.91762;0.03713404 0.3790114 2.745138;-0.03195985 0.4160313 2.730311;-0.1092261 0.05746888 2.910327;-0.1790798 -0.4355132 2.837803;-0.1898164 -0.8202065 2.898787;-0.2192171 -0.8809227 2.884982;0.04361466 0.05911456 2.888055;0.09253705 -0.4298205 2.798113;0.08386863 -0.8104036 2.821562;0.09610511 -0.8754559 2.780153;0
-0.03261296 0.13483 2.908971;-0.0259034 0.2022428 2.964727;-0.03046649 0.5790308 2.952397;-0.06279124 0.7669684 2.894019;-0.1992469 0.4540813 2.943725;-0.2552285 0.2325795 2.880524;-0.1020907 0.3955157 2.759823;-0.08489757 0.4278065 2.742048;0.129304 0.4645041 2.928437;0.2026938 0.2248029 2.920301;0.0713933 0.4043727 2.748569;-0.03528306 0.4167043 2.738881;-0.1087105 0.05691341 2.90934;-0.1790679 -0.4355686 2.837954;-0.1880116 -0.8304864 2.945438;-0.2231781 -0.8885148 2.929613;0.04379388 0.05885123 2.888422;0.09256957 -0.4299545 2.797945;0.08389695 -0.8106183 2.821591;0.09605171 -0.8753755 2.779921;0
-0.03207345 0.1339681 2.909044;-0.02767437 0.2005379 2.965068;-0.02789951 0.5756983 2.955455;-0.05044591 0.7610109 2.901392;-0.1905872 0.4484684 2.928313;-0.2525414 0.2338627 2.86672;-0.07690696 0.4347794 2.757933;-0.04877273 0.4733212 2.756507;0.1439643 0.4617105 2.961566;0.201455 0.2166983 2.934739;0.1076789 0.3921652 2.779738;0.04468448 0.4143975 2.753764;-0.1074794 0.05511621 2.907014;-0.1790013 -0.435885 2.838769;-0.1862795 -0.8355647 2.969431;-0.2246602 -0.8915707 2.947283;0.04428701 0.05808566 2.889605;0.09283811 -0.4304701 2.796922;0.083953 -0.81083 2.821582;0.09604766 -0.8751417 2.779051;0
-0.03114897 0.1312223 2.909107;-0.02980815 0.1968746 2.96559;-0.02588977 0.5711925 2.959257;-0.03867812 0.7537112 2.908972;-0.1848713 0.4438943 2.918664;-0.2511401 0.2340153 2.859228;-0.06796069 0.448295 2.757425;-0.03577303 0.488865 2.762239;0.1493401 0.4497727 2.973824;0.1995668 0.205946 2.952661;0.1299542 0.4027318 2.791513;0.09702179 0.4382264 2.750928;-0.1058126 0.05194804 2.902958;-0.1787263 -0.4366991 2.840486;-0.1855794 -0.8374813 2.979359;-0.2255259 -0.8931094 2.956234;0.04490449 0.05482922 2.892692;0.09351192 -0.4312563 2.794726;0.08407923 -0.8111327 2.821349;0.09600911 -0.8747928 2.777728;0
-0.03008626 0.1254929 2.90826;-0.03162285 0.191058 2.965692;-0.02458201 0.5668581 2.963006;-0.03292616 0.7497439 2.913703;-0.1816389 0.4404638 2.913593;-0.2502271 0.2331085 2.85463;-0.06313659 0.4555363 2.758737;-0.02856327 0.4973557 2.766982;0.1502789 0.4430639 2.977742;0.1924064 0.1955547 2.956737;0.1390765 0.405481 2.796496;0.1222637 0.4618518 2.749688;-0.1037676 0.04623147 2.896285;-0.1782808 -0.438162 2.842695;-0.1851198 -0.8387341 2.985774;-0.2261223 -0.8942048 2.96235;0.04515863 0.0512257 2.895061;0.09429321 -0.4324235 2.790825;0.08419888 -0.8114598 2.820769;0.09607533 -0.8742655 2.775843;0
-0.02953246 0.121227 2.907683;-0.03060064 0.1862 2.96591;-0.02471251 0.5631241 2.967431;-0.03323592 0.7470525 2.921282;-0.189771 0.434312 2.936349;-0.2522545 0.229179 2.861801;-0.07532953 0.4458602 2.794508;-0.02925267 0.4980744 2.793815;0.1352348 0.4206127 2.951444;0.1873499 0.1913844 2.946356;0.1451402 0.4077734 2.799353;0.1400486 0.4651657 2.758738;-0.1028223 0.04309712 2.892572;-0.1773953 -0.4408828 2.850679;-0.1848488 -0.8391087 2.988454;-0.2261568 -0.894874 2.964958;0.04503729 0.04803329 2.896691;0.09466136 -0.4330292 2.786933;0.0843145 -0.8117605 2.820163;0.09608342 -0.8737589 2.774065;0
-0.02956631 0.1182223 2.907484;-0.02977262 0.1830038 2.966272;-0.02857182 0.5618383 2.972293;-0.05692619 0.7556028 2.936544;-0.1981116 0.4319848 2.956238;-0.2564505 0.2257 2.886139;-0.08761577 0.446054 2.818221;-0.03304614 0.5018464 2.812829;0.1155308 0.4169689 2.926474;0.1849971 0.1830404 2.902926;0.1371937 0.4245583 2.778987;0.1438726 0.4771144 2.755958;-0.102431 0.04156017 2.890996;-0.1764954 -0.4441133 2.864292;-0.1847695 -0.8386744 2.987658;-0.2250958 -0.8950224 2.963919;0.04452172 0.04581477 2.897691;0.0947738 -0.4333733 2.783984;0.08441938 -0.8118978 2.819436;0.09601463 -0.873258 2.772604;1
-0.03701631 0.1330916 2.915836;-0.02638115 0.1964672 2.97208;-0.04074647 0.5757006 2.983101;-0.09493202 0.7669715 2.954345;-0.2178962 0.43874 3.013644;-0.2613761 0.2345534 2.932456;-0.1003765 0.4543763 2.847793;-0.04810648 0.5132834 2.853221;0.07236328 0.4332342 2.896562;0.1733478 0.3124472 2.732255;0.07488177 0.5422891 2.653919;0.06198635 0.609969 2.627717;-0.1053903 0.0687476 2.913192;-0.1722548 -0.4458813 2.903231;-0.1847892 -0.8378274 2.984822;-0.223925 -0.8951044 2.961311;0.02875103 0.07205465 2.898775;0.09407542 -0.4328082 2.782653;0.08452956 -0.8120007 2.818781;0.09582423 -0.8727875 2.771387;1
-0.04056791 0.1370017 2.919938;-0.02473576 0.2016005 2.974979;-0.04765529 0.5835081 2.988008;-0.1122335 0.7723783 2.961706;-0.2279353 0.4431638 3.044591;-0.2663748 0.2468293 2.977594;-0.1063844 0.4576214 2.865191;-0.05466679 0.5172628 2.874667;0.04847654 0.4410747 2.878877;0.158673 0.3760205 2.634992;0.04769769 0.5989885 2.569317;0.03156869 0.6643304 2.552543;-0.1070445 0.0744411 2.924294;-0.1693226 -0.4454551 2.925166;-0.1847325 -0.8367764 2.981704;-0.2228153 -0.8950018 2.958134;0.02289615 0.08010159 2.899381;0.09249393 -0.4315027 2.782742;0.08461356 -0.8120718 2.818187;0.09563041 -0.8723617 2.770431;1
