HipCenter; Spine; ShoulderCenter; Head; ShoulderLeft; ElbowLeft; WristLeft; HandLeft; ShoulderRight; ElbowRight; WristRight; HandRight; HipLeft; KneeLeft; AnkleLeft; FootLeft; HipRight; KneeRight; AnkleRight; FootRight
-0.03096402 0.005515829 2.812083;-0.04322945 0.07235981 2.862313;-0.06315461 0.4409662 2.846558;-0.07843494 0.6212237 2.85149;-0.1948056 0.2875642 2.79557;-0.2368956 0.1026001 2.751948;-0.2069491 0.005697794 2.587379;-0.1848926 -0.02477731 2.522187;0.08951338 0.332493 2.84253;0.1475353 0.1047323 2.849494;0.1831088 0.01134355 2.683935;0.1943877 -0.005637415 2.632172;-0.09013439 -0.06954296 2.794986;-0.07691056 -0.4925124 2.733351;-0.0593723 -0.8478051 2.700454;-0.04372869 -0.9180035 2.638997;0.03780914 -0.049325 2.814829;0.09265421 -0.5067553 2.867885;0.07050593 -0.857762 3.089439;0.09776942 -0.9319742 3.072428;0
-0.02879405 0.004012066 2.814771;-0.04178776 0.07172248 2.86416;-0.06335976 0.4414873 2.847121;-0.07697828 0.6214801 2.851855;-0.1935684 0.2904947 2.79737;-0.235395 0.1098426 2.753768;-0.2073851 0.01300463 2.589706;-0.184055 -0.01353957 2.525655;0.08881667 0.3319905 2.843552;0.1460299 0.1046882 2.857551;0.1852024 0.01941526 2.689205;0.2007674 0.01090982 2.638608;-0.08651509 -0.06948067 2.798988;-0.07611133 -0.4940025 2.733481;-0.05922947 -0.8474964 2.700617;-0.04374437 -0.9179878 2.639082;0.03966998 -0.05095624 2.817463;0.09299357 -0.4993006 2.879012;0.06471806 -0.841976 3.102364;0.09315693 -0.9103205 3.106564;0
-0.0278508 0.003110157 2.816396;-0.04093739 0.07107674 2.86566;-0.06277175 0.4417456 2.848679;-0.0766727 0.6214802 2.852032;-0.1933089 0.2911699 2.79806;-0.2349119 0.1120681 2.75414;-0.2010185 0.02423618 2.575978;-0.1788576 0.02051041 2.523385;0.08706773 0.3314758 2.843955;0.1455321 0.1061295 2.863527;0.1912305 0.0443959 2.695419;0.2077682 0.03792283 2.646823;-0.08511085 -0.06959832 2.800745;-0.07590923 -0.4942395 2.733516;-0.05920781 -0.8474374 2.700643;-0.04374601 -0.9179865 2.639099;0.04017701 -0.05162643 2.818895;0.09589017 -0.5012683 2.917444;0.06037684 -0.8361664 3.125909;0.09153608 -0.9037932 3.137196;0
-0.02657921 0.002322616 2.819386;-0.03992476 0.07042433 2.868576;-0.06082968 0.441857 2.852468;-0.07611043 0.6213631 2.852523;-0.1925128 0.2922936 2.799605;-0.2340683 0.1156689 2.754631;-0.1942755 0.03260075 2.572145;-0.1700208 0.06000541 2.517499;0.08588962 0.3307751 2.847635;0.1451544 0.1089192 2.87306;0.2011271 0.06536504 2.707093;0.2125415 0.08376492 2.683592;-0.08368146 -0.06952835 2.802934;-0.07539888 -0.4943957 2.733572;-0.05919228 -0.8473855 2.700662;-0.04376188 -0.9179801 2.639183;0.04099813 -0.05240971 2.823129;0.0982008 -0.5261592 2.975802;0.05656141 -0.8483621 3.164202;0.09551402 -0.9084397 3.169824;0
-0.02209692 -1.35873E-05 2.83061;-0.03774726 0.06838956 2.877053;-0.05571791 0.4390212 2.859778;-0.07194883 0.6187999 2.855785;-0.1894151 0.2931026 2.802103;-0.2198724 0.09586603 2.698796;-0.1514192 0.0511985 2.518418;-0.1622549 0.09504966 2.516347;0.0954201 0.3167495 2.876556;0.1456254 0.1103369 2.885125;0.2239651 0.09936017 2.727173;0.2233059 0.1388581 2.733822;-0.07958926 -0.06975903 2.811344;-0.07409789 -0.4942272 2.733672;-0.05917698 -0.8472315 2.700635;-0.04377472 -0.9179569 2.639319;0.04565473 -0.05679713 2.840615;0.09801786 -0.5430706 3.020857;0.05477061 -0.8802221 3.21996;0.1029186 -0.9358199 3.230124;0
-0.0173249 -0.002891983 2.843159;-0.03450729 0.06569412 2.887209;-0.04854479 0.4343407 2.868335;-0.06759129 0.6158489 2.860231;-0.1809948 0.2921828 2.806466;-0.1992678 0.08325371 2.651172;-0.1183571 0.1238286 2.477434;-0.1514347 0.1449422 2.518533;0.09928176 0.3109277 2.888766;0.1484358 0.1107142 2.899924;0.2387632 0.1283907 2.742849;0.2283556 0.1659737 2.763381;-0.07465083 -0.07060762 2.821434;-0.07099205 -0.4949576 2.734021;-0.05915565 -0.8470871 2.700582;-0.04376082 -0.9179501 2.639354;0.04902352 -0.06028963 2.856792;0.09158594 -0.5545189 3.071814;0.05332749 -0.8970312 3.246845;0.1066765 -0.95003 3.256933;0
-0.01232571 -0.003769849 2.85803;-0.03072056 0.06458817 2.898818;-0.04361172 0.4306575 2.875527;-0.05919732 0.6108266 2.872113;-0.1674171 0.2965556 2.815737;-0.1822739 0.08355577 2.632476;-0.09844005 0.2030674 2.473012;-0.1419275 0.1755283 2.524394;0.1014311 0.3078265 2.897224;0.1520031 0.1119232 2.912329;0.2558355 0.2006296 2.780167;0.2326075 0.1805494 2.809821;-0.06903418 -0.06953979 2.832209;-0.06640956 -0.4959455 2.735265;-0.05912698 -0.846948 2.700502;-0.04373949 -0.9179451 2.639381;0.05287983 -0.06224171 2.881209;0.08847205 -0.5610408 3.097789;0.05275164 -0.9047958 3.258897;0.1083439 -0.9558933 3.25435;0
-0.007799671 -0.004370979 2.874673;-0.02658785 0.06374373 2.9119;-0.03668558 0.4254244 2.884909;-0.05031343 0.6065254 2.887454;-0.1492903 0.2889364 2.822693;-0.1676918 0.08812501 2.624305;-0.099787 0.2591643 2.487988;-0.1255508 0.2200291 2.534123;0.1025863 0.3056749 2.902491;0.1666808 0.1140576 2.937636;0.2618437 0.2358732 2.804207;0.2601008 0.2504356 2.805367;-0.06258038 -0.06883136 2.845972;-0.05994436 -0.4972648 2.738707;-0.05909812 -0.846786 2.700395;-0.04372488 -0.9179333 2.639396;0.05414747 -0.06171995 2.902252;0.086879 -0.5642121 3.113118;0.05722547 -0.9107742 3.257649;0.120808 -0.9638036 3.228527;0
-0.003019392 -0.005079069 2.895496;-0.02229111 0.06256486 2.927909;-0.02197991 0.4144425 2.901861;-0.04212341 0.6023933 2.902129;-0.1340609 0.2807134 2.830434;-0.1418771 0.07878252 2.668079;-0.09804626 0.2722257 2.520821;-0.09959965 0.2919692 2.508656;0.1076824 0.2984371 2.924456;0.1926378 0.1209005 2.964469;0.2531069 0.2852554 2.841555;0.2620799 0.3183539 2.816484;-0.05518641 -0.06855141 2.868231;-0.05168549 -0.5030151 2.746891;-0.05906671 -0.8466333 2.700287;-0.04371049 -0.9179177 2.639413;0.05485157 -0.06067384 2.921523;0.08549001 -0.5665941 3.125382;0.06339404 -0.9130729 3.246883;0.1185781 -0.972142 3.182169;0
0.002778761 -0.02295166 2.930716;-0.01186193 0.04768693 2.958688;0.001682945 0.4009884 2.924949;-0.02508489 0.5913774 2.922132;-0.1215777 0.2762505 2.84518;-0.1207721 0.0875354 2.692375;-0.08723719 0.2808816 2.567871;-0.07522964 0.3289609 2.529944;0.1115846 0.2940945 2.937032;0.2168667 0.1305457 2.985859;0.2619955 0.3197013 2.883687;0.2747323 0.3612222 2.839829;-0.05262265 -0.07742479 2.901427;-0.04405182 -0.5113417 2.758322;-0.05904917 -0.8465812 2.700261;-0.04366848 -0.9179009 2.639384;0.05874194 -0.08422412 2.957045;0.08442317 -0.570999 3.134415;0.06683321 -0.9114639 3.233476;0.1183202 -0.9758712 3.165535;0
