HipCenter; Spine; ShoulderCenter; Head; ShoulderLeft; ElbowLeft; WristLeft; HandLeft; ShoulderRight; ElbowRight; WristRight; HandRight; HipLeft; KneeLeft; AnkleLeft; FootLeft; HipRight; KneeRight; AnkleRight; FootRight
-0.3024229 0.2069694 3.363935;-0.3072335 0.2677334 3.4211;-0.3034636 0.6265433 3.428482;-0.3103675 0.815384 3.368943;-0.474438 0.5115734 3.402077;-0.529943 0.2609787 3.376141;-0.5548808 0.03931869 3.278422;-0.5562269 -0.03291025 3.244748;-0.1399063 0.5238131 3.435909;-0.06790034 0.2791878 3.41717;-0.04609856 0.06198015 3.332659;0.01117161 0.007092282 3.259611;-0.3775084 0.1299698 3.344601;-0.469647 -0.3175052 3.335402;-0.5299734 -0.6850275 3.337723;-0.5730169 -0.7484338 3.330247;-0.2269691 0.1354776 3.355626;-0.1763573 -0.3106497 3.412967;-0.1351906 -0.6723499 3.419973;-0.1282952 -0.7016118 3.351681;0
-0.3023904 0.2070009 3.36384;-0.3072461 0.2678436 3.420974;-0.3018482 0.6258158 3.42758;-0.3109875 0.8136543 3.369489;-0.4743544 0.5116673 3.401967;-0.5299547 0.2609226 3.376032;-0.5563267 0.0387303 3.277986;-0.5574134 -0.02956761 3.249477;-0.1392737 0.524014 3.43668;-0.06917478 0.2791658 3.41603;-0.006047275 0.05803673 3.295598;0.01364329 -0.002223619 3.255603;-0.3775299 0.1299798 3.344487;-0.4717807 -0.3284782 3.33774;-0.5305171 -0.6872455 3.338353;-0.5789705 -0.75471 3.321583;-0.2269579 0.1354824 3.355576;-0.1770573 -0.3123259 3.413811;-0.1322896 -0.6774554 3.422477;-0.1200975 -0.7284869 3.381071;0
-0.3023855 0.2070056 3.363825;-0.3072506 0.2678605 3.420955;-0.3015812 0.6256939 3.427431;-0.3109607 0.8120981 3.369776;-0.4743352 0.5116833 3.401947;-0.5299558 0.2609164 3.376013;-0.5565548 0.03863771 3.277918;-0.5576761 -0.02902101 3.250541;-0.1389977 0.5240622 3.437014;-0.06937273 0.2791536 3.415849;0.0019104 0.06370401 3.293363;0.01410186 -0.002698696 3.255757;-0.3775344 0.1299796 3.344467;-0.472322 -0.331367 3.338433;-0.5306386 -0.6876485 3.338445;-0.5803846 -0.7563772 3.319104;-0.226956 0.1354819 3.35557;-0.17717 -0.3125989 3.413958;-0.1317112 -0.6784763 3.422998;-0.1191261 -0.7286831 3.378736;0
-0.302382 0.2070089 3.363815;-0.3072559 0.2678728 3.420939;-0.3014033 0.6255867 3.427285;-0.3112455 0.8091595 3.369395;-0.4743245 0.5116965 3.401931;-0.5299613 0.2609887 3.37604;-0.5567116 0.03915514 3.27782;-0.55805 -0.02843213 3.251523;-0.1388759 0.5240778 3.437184;-0.06962872 0.2791002 3.415577;0.001754674 0.06788895 3.295971;0.01413117 -0.003291925 3.256672;-0.3775385 0.1299788 3.344451;-0.4726872 -0.3333991 3.338907;-0.530723 -0.6879467 3.338515;-0.5812093 -0.7575538 3.31578;-0.226955 0.1354802 3.355567;-0.1772581 -0.3128028 3.414068;-0.1311091 -0.6796221 3.423627;-0.1185965 -0.7277715 3.374958;0
-0.3023797 0.2070116 3.363806;-0.3072589 0.2678828 3.420927;-0.301261 0.6254854 3.427114;-0.3115836 0.806519 3.368783;-0.4743314 0.5117257 3.401887;-0.529973 0.2610953 3.376056;-0.5569462 0.03931801 3.27766;-0.5584227 -0.02834441 3.252341;-0.138926 0.5242548 3.437232;-0.06987403 0.2790274 3.4153;-0.002680569 0.07135666 3.301405;0.01383368 -0.004046787 3.257894;-0.3775422 0.1299783 3.344439;-0.4729072 -0.334695 3.33914;-0.5308064 -0.6881719 3.338507;-0.5817339 -0.7585237 3.31334;-0.2269578 0.1354818 3.355567;-0.177323 -0.3129533 3.414149;-0.1309177 -0.6801445 3.424061;-0.1201906 -0.7236772 3.369463;0
-0.3023799 0.2070141 3.363799;-0.3072683 0.2678946 3.420912;-0.3017947 0.6252164 3.426467;-0.3120308 0.7996937 3.364573;-0.4743628 0.511781 3.401848;-0.5299962 0.2611763 3.376054;-0.557463 0.0395304 3.27741;-0.5588279 -0.02848859 3.252869;-0.1390208 0.5244353 3.437209;-0.07035182 0.2787673 3.414575;-0.006994134 0.07326702 3.30639;0.01361851 -0.004820893 3.258545;-0.3775463 0.1299781 3.344429;-0.4724886 -0.3341843 3.338363;-0.5308656 -0.6883125 3.338051;-0.5819302 -0.7592471 3.311028;-0.2269613 0.1354835 3.355569;-0.1773691 -0.3130556 3.414201;-0.1308348 -0.6805043 3.42442;-0.1216918 -0.7201844 3.364977;7
-0.302451 0.206988 3.36379;-0.307357 0.2678706 3.420884;-0.305325 0.6242811 3.425043;-0.3140957 0.7946595 3.361122;-0.4746125 0.5117674 3.401808;-0.5300768 0.2612171 3.376099;-0.5580201 0.03967408 3.277182;-0.5593147 -0.0288219 3.253263;-0.1410779 0.5245023 3.435428;-0.07127264 0.2782751 3.413061;-0.01273209 0.0748648 3.30766;0.01303453 -0.00516987 3.258044;-0.3775652 0.1299676 3.344426;-0.4726337 -0.3327861 3.33604;-0.5309825 -0.6884603 3.33704;-0.5805503 -0.7585177 3.310564;-0.2269988 0.1354783 3.355577;-0.1774129 -0.3131244 3.414245;-0.1309936 -0.6807659 3.424809;-0.1235987 -0.7175643 3.361954;7
-0.3029597 0.2068676 3.363735;-0.3077753 0.2677578 3.420767;-0.3102084 0.6227949 3.422988;-0.3171718 0.7910441 3.358039;-0.4757004 0.5117857 3.401897;-0.5303389 0.2612186 3.376211;-0.5585966 0.03985486 3.276946;-0.5598409 -0.02909692 3.253402;-0.1458779 0.5231717 3.430205;-0.07352214 0.276519 3.409908;-0.01672105 0.0758158 3.306285;0.0106504 -0.005052785 3.256331;-0.3778571 0.1299373 3.344553;-0.4745393 -0.3288293 3.329865;-0.5293541 -0.6918471 3.334119;-0.5427628 -0.743264 3.273122;-0.2274343 0.1353537 3.35546;-0.1774771 -0.3131424 3.414265;-0.1312016 -0.6808338 3.425141;-0.1255527 -0.7152757 3.359157;7
-0.3047568 0.2065054 3.363415;-0.3092529 0.2674111 3.420297;-0.3177948 0.6206169 3.419905;-0.3268137 0.7863544 3.356536;-0.4807126 0.5101406 3.402701;-0.5317872 0.2612713 3.376672;-0.5602388 0.04137918 3.276185;-0.5628417 -0.02798996 3.242325;-0.1535814 0.5218085 3.423314;-0.07713415 0.274886 3.404774;-0.02404734 0.0758621 3.289142;0.0006129423 -0.004448032 3.24608;-0.3789436 0.1297039 3.34494;-0.4780336 -0.3256235 3.322534;-0.5225154 -0.7002239 3.330361;-0.5116084 -0.7402868 3.248158;-0.2291716 0.1351248 3.354677;-0.177643 -0.3130951 3.414206;-0.1314693 -0.6807373 3.425443;-0.1274803 -0.7134442 3.356668;7
-0.3100634 0.205359 3.362253;-0.3139516 0.2661627 3.418938;-0.3303278 0.6171517 3.416892;-0.3442435 0.7829272 3.354724;-0.4946644 0.5059231 3.404982;-0.5367008 0.2609786 3.379108;-0.5642325 0.04717593 3.275027;-0.5647993 -0.02438102 3.232712;-0.1616913 0.5206811 3.416988;-0.08643567 0.2674407 3.384953;-0.03518756 0.07372145 3.269682;-0.0168723 -0.002576599 3.224308;-0.3833752 0.1282181 3.34543;-0.4820808 -0.3228793 3.315964;-0.5131313 -0.7078103 3.328748;-0.4972187 -0.7400822 3.239242;-0.233434 0.134358 3.352485;-0.1785446 -0.3130915 3.413248;-0.1319656 -0.680469 3.425523;-0.1298914 -0.7118784 3.353758;7
