HipCenter; Spine; ShoulderCenter; Head; ShoulderLeft; ElbowLeft; WristLeft; HandLeft; ShoulderRight; ElbowRight; WristRight; HandRight; HipLeft; KneeLeft; AnkleLeft; FootLeft; HipRight; KneeRight; AnkleRight; FootRight
-0.2914108 0.03931421 3.290483;-0.259154 0.1198706 3.344257;-0.3072702 0.5546642 3.342574;-0.3762747 0.7297574 3.328843;-0.467332 0.4180282 3.443291;-0.5075902 0.2138041 3.536618;-0.5160622 0.09382492 3.284395;-0.5188862 0.05383188 3.205712;-0.1804859 0.4220369 3.236836;-0.163139 0.2388772 3.088328;-0.313555 0.1353134 3.001492;-0.3947568 0.09925525 3.047881;-0.3535458 -0.03974955 3.325473;-0.4394786 -0.5030392 3.296181;-0.483053 -0.8989168 3.296542;-0.5131113 -0.9635903 3.240541;-0.224465 -0.03794561 3.234787;-0.05413454 -0.5263478 3.261566;0.04645116 -0.904928 3.247847;0.06693553 -0.9617522 3.191733;0
-0.2915328 0.03902765 3.290378;-0.2586086 0.1197843 3.343528;-0.308866 0.5537794 3.341711;-0.3775804 0.7290632 3.327786;-0.4677751 0.4198655 3.445639;-0.507049 0.2143311 3.540623;-0.5269082 0.08422086 3.293899;-0.533528 0.04085078 3.217045;-0.1857962 0.4238962 3.235641;-0.1711951 0.2385482 3.087848;-0.3778082 0.1295179 3.085656;-0.4530048 0.09404977 3.144865;-0.3534186 -0.03974599 3.325366;-0.4419127 -0.504397 3.295278;-0.4832727 -0.8992652 3.295917;-0.5101861 -0.9625649 3.243293;-0.2247861 -0.03801377 3.234862;-0.05770072 -0.517377 3.259858;0.04636651 -0.9046941 3.2478;0.0670869 -0.9611964 3.191767;0
-0.2915924 0.03896195 3.290356;-0.2585535 0.1197733 3.343379;-0.3107027 0.5535131 3.341187;-0.3784476 0.7289921 3.327303;-0.4679973 0.4203133 3.44655;-0.5069126 0.2145178 3.542889;-0.5308559 0.07748785 3.301411;-0.5793955 0.04055203 3.264914;-0.1876403 0.4247795 3.235038;-0.2027052 0.2331249 3.081385;-0.4054557 0.1273755 3.121636;-0.4662464 0.09321998 3.153763;-0.3534005 -0.03974615 3.325348;-0.4424665 -0.5047011 3.295071;-0.4833067 -0.899325 3.295817;-0.5098113 -0.9625275 3.243829;-0.2249025 -0.03801192 3.234897;-0.05886187 -0.5147421 3.259148;0.04633797 -0.9046569 3.247806;0.06712066 -0.9610907 3.191764;0
-0.2919553 0.03881718 3.290276;-0.2589228 0.1198468 3.342902;-0.3192786 0.5523242 3.336974;-0.3875432 0.7288276 3.327605;-0.4682568 0.420969 3.447736;-0.506709 0.2149715 3.545525;-0.5339167 0.07211223 3.307825;-0.6002417 0.03959648 3.288709;-0.1922186 0.4262267 3.233274;-0.2264555 0.2290721 3.076334;-0.4180113 0.126812 3.137109;-0.4753363 0.0932366 3.164375;-0.3534101 -0.03972558 3.325305;-0.443411 -0.5053136 3.294657;-0.4833349 -0.8993952 3.295739;-0.5097559 -0.9626449 3.244228;-0.2258293 -0.0378328 3.235196;-0.05977954 -0.5127996 3.258472;0.04630875 -0.9046292 3.247808;0.06717062 -0.960978 3.191753;0
-0.2926896 0.03838493 3.290036;-0.2596508 0.1197533 3.341845;-0.3295383 0.5504122 3.332998;-0.4004185 0.726369 3.32596;-0.4682249 0.4215755 3.448208;-0.506259 0.2154512 3.547114;-0.537473 0.0539441 3.324925;-0.6130835 0.03360929 3.309515;-0.2040194 0.427815 3.226202;-0.2534167 0.2220626 3.076169;-0.4302222 0.1259176 3.149311;-0.4835148 0.09316102 3.172324;-0.3534152 -0.03967506 3.32519;-0.4455799 -0.5062656 3.293441;-0.4833688 -0.8995295 3.295674;-0.5097844 -0.9628083 3.244488;-0.2273781 -0.03762703 3.235588;-0.06112767 -0.5106484 3.257131;0.04625915 -0.9045979 3.247807;0.06723006 -0.9608241 3.1917;0
-0.2936966 0.03785691 3.289741;-0.2608849 0.1197872 3.3404;-0.3433928 0.5499632 3.329091;-0.4221221 0.7211076 3.323893;-0.4683734 0.4224571 3.448261;-0.5060131 0.2161691 3.548144;-0.5385293 0.04661661 3.33314;-0.6197255 0.03086144 3.320801;-0.2178891 0.4288067 3.217274;-0.267058 0.219952 3.076352;-0.4377013 0.1251259 3.156671;-0.4891226 0.09259965 3.176941;-0.3534199 -0.03958497 3.325059;-0.4477561 -0.5066527 3.29195;-0.4833985 -0.8996772 3.295628;-0.5096918 -0.9627659 3.244709;-0.229313 -0.03743869 3.235965;-0.06213085 -0.5096802 3.255512;0.04620809 -0.9045747 3.247792;0.06729306 -0.9606891 3.191601;7
-0.2950212 0.03711773 3.289381;-0.2624338 0.1197241 3.338813;-0.3540694 0.5498928 3.327094;-0.4385748 0.717173 3.323437;-0.4687409 0.4235319 3.448105;-0.5059492 0.2169932 3.548926;-0.537808 0.04342018 3.341391;-0.5812866 0.008652469 3.318151;-0.2302184 0.4289065 3.210474;-0.2838812 0.2180626 3.077361;-0.4439639 0.1231881 3.161776;-0.4947568 0.08846365 3.180102;-0.3534212 -0.03944239 3.324871;-0.4497841 -0.5068456 3.290227;-0.4834256 -0.899863 3.295586;-0.5096737 -0.9627109 3.244826;-0.2315804 -0.03731267 3.236416;-0.062865 -0.5092611 3.253166;0.04609673 -0.9045088 3.247683;0.06739568 -0.96046 3.191034;7
-0.2967606 0.0359127 3.288875;-0.2642286 0.1193979 3.33713;-0.3622173 0.5501184 3.326348;-0.4502772 0.7143757 3.323257;-0.4694915 0.4248621 3.447821;-0.506187 0.2180388 3.549572;-0.5292797 0.03745572 3.351897;-0.542738 -0.01562609 3.312603;-0.2413503 0.4291543 3.20583;-0.2943786 0.2164651 3.077646;-0.4636595 0.1122116 3.113352;-0.4622037 0.05018417 3.093072;-0.3534087 -0.03925397 3.324549;-0.4515731 -0.5068029 3.288414;-0.4834324 -0.90005 3.295508;-0.5096858 -0.9626527 3.244896;-0.234077 -0.03732847 3.236917;-0.06364035 -0.5090843 3.249506;0.04583728 -0.9043102 3.247198;0.06759201 -0.9602221 3.190153;7
-0.298436 0.03473984 3.28841;-0.2660221 0.1190677 3.335679;-0.3713439 0.5508978 3.328009;-0.457949 0.7126681 3.323308;-0.4715945 0.4268457 3.44791;-0.5076509 0.2198163 3.550684;-0.5237963 0.0345301 3.356994;-0.5219504 -0.02729651 3.307776;-0.2511309 0.4294315 3.203286;-0.3018324 0.2159495 3.078306;-0.4695449 0.1101865 3.110323;-0.4960507 0.05876637 3.11282;-0.3533906 -0.03906973 3.324238;-0.453234 -0.506433 3.286333;-0.4834182 -0.9001678 3.29534;-0.5098273 -0.9626067 3.24485;-0.2363614 -0.03744411 3.237217;-0.06339636 -0.5104899 3.244193;0.04544612 -0.9039542 3.246373;0.06778517 -0.9598187 3.188735;7
-0.3038785 0.03020818 3.287894;-0.2710177 0.1163429 3.333971;-0.3774126 0.5507222 3.328833;-0.4632337 0.7112112 3.323166;-0.4738686 0.4282702 3.447721;-0.5092833 0.2210745 3.551362;-0.5192702 0.03295843 3.359701;-0.5093112 -0.03351009 3.304452;-0.2572074 0.4294232 3.201861;-0.3070345 0.2160497 3.07888;-0.4745778 0.1039114 3.089728;-0.4764224 0.0398757 3.064029;-0.3560811 -0.04378518 3.325373;-0.4555041 -0.5071654 3.282702;-0.4833519 -0.9007917 3.295129;-0.5104762 -0.9630258 3.244004;-0.2419079 -0.03934852 3.236268;-0.06321857 -0.5113372 3.238726;0.04505619 -0.9035445 3.245277;0.06795081 -0.9594683 3.187473;7
