HipCenter; Spine; ShoulderCenter; Head; ShoulderLeft; ElbowLeft; WristLeft; HandLeft; ShoulderRight; ElbowRight; WristRight; HandRight; HipLeft; KneeLeft; AnkleLeft; FootLeft; HipRight; KneeRight; AnkleRight; FootRight
-0.1125615 0.1338824 2.896517;-0.111855 0.1996582 2.963266;-0.1196311 0.6031359 2.98887;-0.136483 0.792542 2.962111;-0.2974935 0.4538814 2.970487;-0.3437989 0.1857609 2.927887;-0.3454734 -0.05281976 2.817658;-0.3292155 -0.1473437 2.78627;0.04537081 0.4643975 2.961016;0.1041412 0.1785176 2.920691;0.1096419 -0.05793046 2.837533;0.09575078 -0.1509043 2.804018;-0.1885727 0.05628835 2.87875;-0.2045756 -0.4532838 2.887967;-0.1772335 -0.8249385 2.846064;-0.2209761 -0.8795426 2.81532;-0.03428371 0.06102064 2.879838;-0.02234033 -0.475097 2.902664;-0.006310116 -0.8192248 2.856061;0.01216931 -0.8752723 2.802981;0
-0.1124414 0.1337665 2.896603;-0.1117686 0.1995659 2.963368;-0.1196276 0.6031331 2.988999;-0.1364907 0.7925837 2.962196;-0.2974641 0.4545371 2.97079;-0.3434477 0.1862526 2.928073;-0.3452039 -0.05310983 2.817024;-0.3290333 -0.1476144 2.785629;0.04546213 0.464478 2.961206;0.1043926 0.1787069 2.920904;0.1096856 -0.05794243 2.837517;0.09573586 -0.1509022 2.804069;-0.1884213 0.05618348 2.878658;-0.2045696 -0.4532969 2.888106;-0.1786427 -0.8248411 2.846495;-0.2219031 -0.8796913 2.814792;-0.0340703 0.06076068 2.880032;-0.02129721 -0.475186 2.902387;-0.00609713 -0.8210336 2.856966;0.01237469 -0.8756467 2.802884;0
-0.1124222 0.1337479 2.896616;-0.1117551 0.1995515 2.963384;-0.1196274 0.6031331 2.989017;-0.1364922 0.7925898 2.962207;-0.2974563 0.4546494 2.970842;-0.3433933 0.1863406 2.928109;-0.3451321 -0.05301584 2.817032;-0.3289937 -0.147674 2.785536;0.04547738 0.4644902 2.961235;0.1044332 0.1787362 2.920938;0.1096923 -0.0579446 2.837514;0.0957334 -0.1509037 2.804077;-0.1883976 0.05616713 2.878644;-0.2045689 -0.4532989 2.888127;-0.1791355 -0.8248838 2.84648;-0.2221925 -0.8796623 2.814571;-0.03403302 0.06071499 2.880061;-0.02113073 -0.4752004 2.902344;-0.006068073 -0.8214024 2.857111;0.01241341 -0.8757935 2.802858;0
-0.1124068 0.1337327 2.896625;-0.1117447 0.1995403 2.963395;-0.1196297 0.603133 2.989024;-0.1365002 0.7926055 2.962195;-0.297448 0.4547456 2.97088;-0.3433515 0.1864244 2.928144;-0.3462356 -0.05030799 2.817744;-0.3294859 -0.1472326 2.785509;0.04548948 0.4644993 2.961257;0.1044647 0.1787586 2.920965;0.1096974 -0.05794657 2.837512;0.09573656 -0.1509512 2.804057;-0.1883789 0.05615423 2.878633;-0.2045682 -0.4533006 2.888143;-0.1797516 -0.8249295 2.84635;-0.2227911 -0.8795181 2.81393;-0.03400213 0.06067612 2.880081;-0.02100545 -0.4752139 2.902311;-0.006052786 -0.8217195 2.857209;0.01244637 -0.8759325 2.802831;0
-0.1123949 0.1337207 2.896631;-0.1117369 0.1995319 2.963403;-0.1196355 0.6031367 2.989018;-0.1365121 0.7926229 2.962174;-0.2974388 0.454815 2.970905;-0.3433306 0.1864465 2.928158;-0.3468545 -0.04867485 2.818181;-0.3297367 -0.1470125 2.785468;0.0454997 0.4645063 2.961273;0.1044886 0.1787747 2.920985;0.1096935 -0.0579589 2.837504;0.09574119 -0.1509948 2.804035;-0.1883641 0.05614305 2.878621;-0.2045677 -0.4533024 2.888154;-0.18039 -0.8249525 2.84623;-0.2235394 -0.8793816 2.812787;-0.03397871 0.06064619 2.880097;-0.0209097 -0.4752279 2.902287;-0.006054473 -0.8219805 2.857286;0.01247891 -0.8760887 2.802793;0
-0.1123847 0.133711 2.896634;-0.1117307 0.1995253 2.963407;-0.1196421 0.6031396 2.989002;-0.1365259 0.7926297 2.962134;-0.2974241 0.454871 2.970915;-0.3433172 0.1864573 2.928167;-0.3474076 -0.04724028 2.818628;-0.3299964 -0.1467292 2.785491;0.04550859 0.4645112 2.961283;0.1045072 0.1787869 2.920999;0.1096768 -0.0579907 2.837474;0.09578032 -0.1511091 2.803997;-0.1883498 0.05613479 2.878606;-0.2045676 -0.4533001 2.88816;-0.1810812 -0.8249373 2.846024;-0.2236458 -0.8790016 2.812146;-0.03395985 0.06062291 2.880108;-0.02083726 -0.4752377 2.902268;-0.006062798 -0.8221423 2.857351;0.01252151 -0.8762147 2.802766;0
-0.1123731 0.1336991 2.896631;-0.1117254 0.1995183 2.963408;-0.1196486 0.6031432 2.988979;-0.1365507 0.792636 2.962064;-0.2973423 0.4549201 2.970872;-0.3433076 0.186474 2.928177;-0.3478753 -0.04584316 2.819114;-0.3302828 -0.146282 2.785595;0.04552061 0.4645107 2.961287;0.1045246 0.1787967 2.92101;0.109653 -0.05804945 2.83743;0.09582112 -0.1512248 2.80396;-0.1883314 0.05612636 2.878585;-0.2045683 -0.4532896 2.88816;-0.181715 -0.8249285 2.84585;-0.223746 -0.8785961 2.810992;-0.03394382 0.06060241 2.880116;-0.02076397 -0.4752555 2.902249;-0.006086251 -0.8222985 2.857399;0.01253416 -0.8762956 2.802747;0
-0.112361 0.1336865 2.896624;-0.11172 0.1995115 2.963404;-0.1196611 0.603147 2.988941;-0.13661 0.7926903 2.961926;-0.297253 0.45496 2.97082;-0.3433028 0.1864902 2.92819;-0.3480288 -0.04458755 2.819688;-0.3304972 -0.1457445 2.785781;0.04553179 0.4645078 2.961283;0.1045399 0.1788038 2.921017;0.1096242 -0.05815136 2.837358;0.09582725 -0.1517353 2.803682;-0.1883113 0.05611867 2.878563;-0.2045693 -0.4532748 2.888157;-0.18229 -0.8249245 2.845689;-0.2241891 -0.8784848 2.808833;-0.03392934 0.06058413 2.880119;-0.02070424 -0.4752685 2.90223;-0.006115873 -0.8224283 2.857424;0.01251496 -0.8764309 2.802571;0
-0.1123488 0.1336747 2.89661;-0.1117161 0.1995058 2.963395;-0.1196826 0.6031543 2.988868;-0.136654 0.792748 2.961768;-0.2970594 0.4549937 2.970689;-0.3432949 0.1865423 2.928227;-0.3481278 -0.04319575 2.820392;-0.3307253 -0.1448565 2.786126;0.04554429 0.4645045 2.961272;0.104567 0.1788428 2.921015;0.1095998 -0.05824735 2.837273;0.09583135 -0.1519925 2.803525;-0.188289 0.05611374 2.878538;-0.2045653 -0.4532643 2.888151;-0.1825642 -0.8249123 2.84561;-0.2245077 -0.8783473 2.807063;-0.0339183 0.06057136 2.880117;-0.02065209 -0.475271 2.90221;-0.006146647 -0.8225255 2.857437;0.01248877 -0.8764954 2.802448;0
-0.112336 0.1336626 2.89659;-0.1117126 0.1995014 2.963376;-0.1197131 0.6031723 2.988754;-0.1366942 0.792812 2.961605;-0.2968603 0.4550207 2.970554;-0.3432733 0.1866239 2.928295;-0.3481965 -0.04186843 2.821107;-0.3309329 -0.143782 2.786548;0.04555775 0.4645051 2.961258;0.104593 0.1788782 2.921002;0.1095762 -0.0583721 2.837129;0.09584001 -0.1522395 2.80337;-0.1882664 0.05611053 2.878511;-0.2045603 -0.4532518 2.888143;-0.182825 -0.8248944 2.845542;-0.2244556 -0.8779482 2.805985;-0.03390793 0.06055985 2.880106;-0.02059621 -0.4752552 2.902164;-0.006176154 -0.8225833 2.857458;0.01243142 -0.8764882 2.802293;0
