HipCenter; Spine; ShoulderCenter; Head; ShoulderLeft; ElbowLeft; WristLeft; HandLeft; ShoulderRight; ElbowRight; WristRight; HandRight; HipLeft; KneeLeft; AnkleLeft; FootLeft; HipRight; KneeRight; AnkleRight; FootRight
-0.01959722 0.1015739 3.269908;-0.01196765 0.1642312 3.336039;-0.01840383 0.5562497 3.367834;-0.06603341 0.7566216 3.340698;-0.1942265 0.4292861 3.386931;-0.2537639 0.192306 3.31932;-0.2641756 0.03351079 3.156406;-0.3253225 -0.0105684 3.143028;0.1610537 0.4446373 3.340775;0.2674323 0.203579 3.293482;0.1339692 0.08912537 3.15082;0.04376142 0.1017971 3.101524;-0.09974153 0.01953012 3.262837;-0.1616962 -0.5124362 3.288535;-0.1971318 -0.9023522 3.277691;-0.2238467 -0.9404805 3.231503;0.06013456 0.02643814 3.237998;0.1764049 -0.5155718 3.258344;0.2308835 -0.8966272 3.256525;0.2446833 -0.9650241 3.205714;0
-0.01954852 0.1015801 3.26991;-0.0118896 0.1642747 3.336035;-0.01781232 0.5564657 3.367605;-0.06583747 0.7573481 3.341242;-0.1945619 0.4299576 3.387084;-0.2539794 0.192544 3.319438;-0.261414 0.03071535 3.158987;-0.3164551 -0.01930966 3.158222;0.1607493 0.4446295 3.340797;0.2675635 0.2018469 3.292743;0.08999979 0.1482537 3.14803;-0.009980936 0.1512374 3.089348;-0.0997005 0.01960455 3.262838;-0.1616831 -0.5130355 3.288743;-0.1971435 -0.9022448 3.277794;-0.226587 -0.9441906 3.230454;0.06015836 0.02639278 3.238116;0.1761979 -0.5161789 3.257876;0.2308334 -0.8966055 3.256535;0.244736 -0.9650852 3.205901;0
-0.01953023 0.1019186 3.269861;-0.0118584 0.164422 3.335999;-0.01769626 0.5564946 3.367555;-0.06580602 0.7574639 3.341315;-0.1946116 0.4300631 3.387102;-0.2540134 0.1925694 3.319445;-0.2624668 0.0299737 3.159624;-0.3162806 -0.02131149 3.161077;0.160699 0.4446262 3.340792;0.2675764 0.2015509 3.292616;0.02845948 0.1848784 3.136449;-0.03351661 0.1729895 3.083984;-0.09966925 0.02021813 3.262736;-0.16177 -0.5140849 3.288753;-0.1971532 -0.9022451 3.2778;-0.2268813 -0.9453671 3.228953;0.06010397 0.02683249 3.238089;0.1761557 -0.5162632 3.257779;0.2308234 -0.8966004 3.256536;0.2447526 -0.9650757 3.205934;0
-0.01944938 0.1020727 3.269845;-0.01179965 0.16451 3.335984;-0.01760233 0.5565164 3.367522;-0.06577525 0.757552 3.341375;-0.194646 0.4301448 3.387113;-0.2540394 0.1925855 3.319451;-0.2639808 0.02898515 3.160548;-0.3185553 -0.02242778 3.165213;0.1606586 0.4446184 3.340791;0.2675927 0.2013029 3.292528;0.007025769 0.1977985 3.132828;-0.04498277 0.1834611 3.081613;-0.09951271 0.02059769 3.262652;-0.1618384 -0.515062 3.288789;-0.1971752 -0.9022491 3.277799;-0.2279889 -0.9476618 3.22836;0.06015084 0.02699467 3.238124;0.1761131 -0.5166683 3.257654;0.2308096 -0.8965967 3.25654;0.2447594 -0.9650695 3.20595;0
-0.01910449 0.1085638 3.270123;-0.01142627 0.1678001 3.335955;-0.0174985 0.5565333 3.367463;-0.06574337 0.7575977 3.341367;-0.1946719 0.4302065 3.387115;-0.254082 0.1925836 3.319462;-0.2650035 0.02832993 3.161115;-0.3202962 -0.02295011 3.167833;0.160533 0.444537 3.340693;0.2676172 0.2010781 3.292461;-0.005021255 0.205579 3.13078;-0.05194898 0.189796 3.080197;-0.09899289 0.02876509 3.263146;-0.1618858 -0.5157904 3.288747;-0.1972011 -0.9022572 3.277784;-0.2284226 -0.9489833 3.227473;0.05999828 0.03344963 3.23827;0.1758272 -0.5160269 3.257146;0.2307414 -0.896514 3.256526;0.2445085 -0.9638511 3.206132;0
-0.01904447 0.1100647 3.270172;-0.01130728 0.1689757 3.33594;-0.01744121 0.5565364 3.367435;-0.06571541 0.757625 3.341352;-0.1946922 0.4302517 3.387123;-0.2541534 0.1925583 3.319493;-0.2658038 0.02788713 3.161466;-0.3219438 -0.02298939 3.169426;0.1603503 0.4444179 3.340564;0.2676263 0.2008263 3.2924;-0.01306235 0.2091798 3.129309;-0.05684168 0.1942132 3.079292;-0.09880352 0.03073375 3.263278;-0.1619256 -0.5163402 3.288712;-0.1972624 -0.9002985 3.277506;-0.228391 -0.9495292 3.226051;0.05989679 0.03499984 3.238235;0.1754556 -0.5150022 3.256651;0.2306709 -0.8963495 3.256547;0.2445581 -0.9626976 3.207041;0
-0.01899183 0.1109199 3.270217;-0.01119373 0.1696782 3.335964;-0.01726452 0.5566081 3.367477;-0.06568741 0.7576336 3.341336;-0.1947043 0.4302902 3.387132;-0.254246 0.1925124 3.319548;-0.267667 0.02738026 3.161953;-0.3257749 -0.02214426 3.170659;0.1601566 0.4442735 3.34042;0.267648 0.2005554 3.292338;-0.01706514 0.2090632 3.128784;-0.05966523 0.1966726 3.078901;-0.09868507 0.03188242 3.26339;-0.1619473 -0.5175403 3.288836;-0.1974581 -0.8994863 3.277103;-0.2286972 -0.950622 3.224388;0.05985729 0.0358479 3.238244;0.175125 -0.5140327 3.256232;0.2305855 -0.8962367 3.256546;0.2446338 -0.9616714 3.207964;0
-0.01890271 0.1114151 3.270256;-0.0110786 0.1700918 3.335974;-0.01697684 0.5567089 3.36757;-0.06565031 0.7576492 3.341352;-0.1947106 0.4303211 3.387143;-0.2543438 0.1924288 3.319614;-0.2696155 0.02677608 3.162508;-0.3291613 -0.02155347 3.172574;0.1596354 0.443647 3.339979;0.2676679 0.2002999 3.292286;-0.0175146 0.2057983 3.129188;-0.06045072 0.1970739 3.079567;-0.09855896 0.03264971 3.263485;-0.1619647 -0.5186132 3.288979;-0.1976527 -0.8990288 3.276814;-0.2289478 -0.9515817 3.22304;0.05982248 0.03629415 3.238222;0.1748362 -0.5131645 3.255907;0.2305119 -0.896108 3.256569;0.2448242 -0.9609499 3.208557;0
-0.01871219 0.1114273 3.270318;-0.01090138 0.1703122 3.336005;-0.01663874 0.5567851 3.367717;-0.06549042 0.7576764 3.341427;-0.1947088 0.4303511 3.387157;-0.2544339 0.1923378 3.319684;-0.2722924 0.02578583 3.163607;-0.3330655 -0.02124065 3.174414;0.1591211 0.4430695 3.339568;0.267691 0.2000628 3.292247;-0.01570288 0.2011607 3.130106;-0.05973703 0.1960593 3.080691;-0.09831167 0.03294417 3.263615;-0.1619696 -0.519488 3.289122;-0.1977514 -0.8987759 3.276603;-0.2291763 -0.952335 3.221936;0.05983533 0.03630389 3.238211;0.1746096 -0.5124577 3.255665;0.2304457 -0.8959723 3.256615;0.2449728 -0.9603554 3.208989;0
-0.01849359 0.1111748 3.270432;-0.01067865 0.170392 3.33608;-0.01600657 0.5570757 3.368201;-0.06493565 0.758004 3.342131;-0.194694 0.4304037 3.387227;-0.2544915 0.1923553 3.319942;-0.2740305 0.02550903 3.164355;-0.334893 -0.02115742 3.175587;0.1585956 0.4424641 3.339199;0.2677508 0.199745 3.292285;-0.01262801 0.1955393 3.132141;-0.05812803 0.1942736 3.082009;-0.0980112 0.0328858 3.263798;-0.1619773 -0.5203547 3.289271;-0.1978512 -0.8986296 3.276397;-0.2293739 -0.953098 3.220734;0.05985781 0.03608621 3.238249;0.1744396 -0.5119013 3.255487;0.2303873 -0.8958474 3.256666;0.2451025 -0.9598675 3.209353;0
-0.01821461 0.1107113 3.270638;-0.01040276 0.1703191 3.336241;-0.01538076 0.5571823 3.36878;-0.06415337 0.7582688 3.342752;-0.1946733 0.4304621 3.387315;-0.2545394 0.1923879 3.320219;-0.2753106 0.02535004 3.164915;-0.3362319 -0.02102755 3.176402;0.1582423 0.4419651 3.339015;0.2678377 0.1994676 3.292406;0.0637361 0.1431948 3.145321;-0.05601409 0.1926563 3.083003;-0.09763996 0.03252788 3.264017;-0.1619834 -0.5210809 3.289411;-0.1979349 -0.8985407 3.27624;-0.2294994 -0.9537485 3.219621;0.05998073 0.03561839 3.238485;0.1743247 -0.5114149 3.255352;0.2303325 -0.8957178 3.256721;0.2451818 -0.9595336 3.209478;0
-0.01792771 0.1101544 3.270875;-0.01011661 0.1701679 3.336437;-0.01477384 0.5572795 3.369352;-0.06312024 0.7585806 3.343486;-0.1946123 0.4305548 3.387459;-0.2545748 0.1924358 3.320454;-0.2756012 0.02535251 3.165118;-0.3364596 -0.02063403 3.176273;0.1579869 0.4415717 3.338946;0.268031 0.1989736 3.292691;0.1031479 0.117451 3.152126;-0.05383015 0.1910206 3.083853;-0.09726294 0.03202649 3.264243;-0.1619787 -0.522085 3.289613;-0.1980227 -0.8985292 3.276108;-0.2295811 -0.9542501 3.218743;0.0601261 0.03504969 3.2388;0.1742586 -0.5111824 3.255265;0.2302781 -0.8956 3.256776;0.2452509 -0.9592997 3.209454;0
-0.017596 0.1095576 3.271156;-0.009773582 0.1699307 3.336708;-0.0137896 0.557346 3.370168;-0.06130677 0.7589429 3.344772;-0.1945426 0.4306247 3.387544;-0.2546034 0.1924879 3.320675;-0.2750195 0.02565403 3.165017;-0.3357453 -0.01999497 3.175904;0.1578108 0.4412245 3.338971;0.2685252 0.198317 3.293492;0.1160873 0.1085254 3.154316;-0.05184316 0.1897651 3.085181;-0.09688692 0.03147743 3.264444;-0.161973 -0.5224985 3.28968;-0.1981023 -0.8985599 3.276008;-0.2290909 -0.9547764 3.219144;0.06034913 0.03439711 3.239258;0.1742661 -0.5106564 3.255148;0.2302202 -0.8954847 3.256831;0.2453073 -0.9591133 3.209397;0
-0.01716555 0.1088536 3.271517;-0.009340349 0.1695815 3.337084;-0.01275478 0.5574083 3.37107;-0.05795172 0.7591434 3.34542;-0.1944636 0.4306898 3.387611;-0.2546043 0.1925078 3.320767;-0.2744493 0.02578686 3.164862;-0.3350512 -0.01963456 3.175684;0.1577176 0.4408974 3.339082;0.2690825 0.1976047 3.294501;0.073937 0.1499373 3.143307;-0.04980365 0.1890054 3.086309;-0.09640139 0.03076945 3.264623;-0.1620295 -0.5232542 3.289897;-0.1982108 -0.8986912 3.275918;-0.2290605 -0.9555015 3.219094;0.06071432 0.03357868 3.23994;0.1742913 -0.5104074 3.255086;0.2301424 -0.895377 3.256882;0.2453241 -0.9590332 3.20934;0
-0.01672826 0.1081788 3.271864;-0.008962709 0.1692242 3.337453;-0.01175983 0.5574059 3.371817;-0.0545871 0.7591679 3.345614;-0.194191 0.4308254 3.387524;-0.2544175 0.1924635 3.320269;-0.2713738 0.0249557 3.164411;-0.332213 -0.01986895 3.175585;0.1577446 0.440518 3.339468;0.2699575 0.1964906 3.295786;0.04982007 0.1788918 3.135524;-0.04792419 0.1891827 3.087765;-0.09591135 0.03008203 3.26477;-0.1619869 -0.523179 3.289992;-0.1982929 -0.898615 3.275893;-0.2288048 -0.9556623 3.219022;0.06108139 0.0328169 3.240603;0.1743694 -0.5099938 3.254992;0.2300622 -0.8952743 3.256941;0.2450937 -0.9588656 3.20951;0
