HipCenter; Spine; ShoulderCenter; Head; ShoulderLeft; ElbowLeft; WristLeft; HandLeft; ShoulderRight; ElbowRight; WristRight; HandRight; HipLeft; KneeLeft; AnkleLeft; FootLeft; HipRight; KneeRight; AnkleRight; FootRight
0.2396383 -0.007016182 3.003437;0.2373433 0.05041066 3.062547;0.2317977 0.4047717 3.085902;0.2127531 0.5773405 3.092237;0.07782085 0.2866931 3.068159;0.02650112 0.04802598 3.04531;0.06787761 -0.1476815 2.879895;0.08166978 -0.2129173 2.829201;0.3925941 0.2988315 3.077456;0.5141669 0.1485128 3.046143;0.4812934 0.3136999 2.936882;0.4619964 0.3512043 2.888181;0.1701297 -0.07883154 2.990392;0.1455526 -0.4212234 2.967582;0.1191413 -0.7189496 2.980147;0.1209991 -0.7449908 2.906826;0.3117777 -0.07336928 2.984338;0.3302013 -0.4152538 3.001375;0.3525544 -0.7140669 3.028748;0.3544123 -0.7401081 2.955427;0
0.2396621 -0.007179718 3.00358;0.2376663 0.05022703 3.062742;0.2323906 0.4056222 3.087443;0.2125634 0.5775676 3.092653;0.07796905 0.28653 3.068458;0.02771398 0.04831175 3.046454;0.06181253 -0.1186689 2.897027;0.07338588 -0.1558413 2.841653;0.3920624 0.2976786 3.075634;0.5147979 0.1512378 3.040612;0.4806536 0.313494 2.937394;0.4613387 0.347124 2.909437;0.1701554 -0.07885609 2.990587;0.1414284 -0.4740794 2.975707;0.1177411 -0.7287244 2.982544;0.1192197 -0.7557265 2.906392;0.311685 -0.07355471 2.984273;0.3289136 -0.4338906 3.00843;0.3529305 -0.7099544 3.02882;0.3544091 -0.7369565 2.952669;0
0.2396656 -0.007204277 3.003602;0.2377253 0.05019831 3.062772;0.2324919 0.4058166 3.087771;0.2124649 0.5776101 3.092745;0.07798916 0.286503 3.068522;0.02810034 0.0483975 3.046854;0.06001176 -0.110212 2.902184;0.07027426 -0.1322296 2.847146;0.3915777 0.297868 3.075003;0.5120295 0.1619305 3.021545;0.4777102 0.3217518 2.93405;0.4439387 0.3628576 2.917628;0.1701593 -0.07885975 2.990616;0.1411814 -0.4824426 2.976955;0.1185585 -0.734692 2.983768;0.1196527 -0.7622307 2.906387;0.3116589 -0.0735646 2.984254;0.3287609 -0.4411088 3.010742;0.3529666 -0.7087488 3.028786;0.3542611 -0.7359735 2.951913;0
0.2396525 -0.007215996 3.003614;0.2378154 0.05018762 3.062794;0.232505 0.4060093 3.088074;0.2109615 0.578248 3.093016;0.07791439 0.2862643 3.069207;0.02868043 0.04864177 3.047553;0.05889327 -0.1037167 2.904686;0.06906093 -0.120177 2.849445;0.3893262 0.2998946 3.072693;0.5069145 0.188016 2.979334;0.4580531 0.3529754 2.926121;0.430178 0.3746133 2.919026;0.1701591 -0.07886163 2.990642;0.1412947 -0.487911 2.977737;0.1193156 -0.7393626 2.985142;0.1194058 -0.7671975 2.906777;0.3113853 -0.07328736 2.984065;0.330264 -0.4354794 3.00872;0.3526748 -0.7090436 3.028577;0.3529712 -0.7369915 2.950731;0
0.2395826 -0.007179535 3.003618;0.2381139 0.050254 3.062806;0.2323515 0.4062805 3.088519;0.2084427 0.5790448 3.093297;0.07765808 0.2856317 3.070998;0.03028507 0.0495876 3.05032;0.05815452 -0.09839503 2.906513;0.06826556 -0.1123036 2.851275;0.3794444 0.3046148 3.062153;0.4950131 0.2227688 2.927233;0.4196565 0.3823701 2.890499;0.3949341 0.3999536 2.890789;0.1701375 -0.07877445 2.990821;0.1421109 -0.4896844 2.977939;0.1199655 -0.742406 2.986001;0.1184893 -0.770622 2.907012;0.3102845 -0.07204272 2.983189;0.3313457 -0.439247 3.0085;0.3527899 -0.7101548 3.028167;0.3511235 -0.7389598 2.949406;0
0.2336971 0.02720116 3.011364;0.2386205 0.07477961 3.068357;0.2321482 0.406526 3.088862;0.2048057 0.5797054 3.093228;0.07755022 0.2841337 3.075438;0.03292881 0.050248 3.054229;0.05769406 -0.09437403 2.907985;0.06769943 -0.1067799 2.852586;0.3678107 0.3085417 3.050308;0.4777317 0.2554246 2.87126;0.3623073 0.4265474 2.842294;0.3180957 0.4378886 2.851624;0.1703371 -0.04352545 3.009305;0.1432062 -0.4883928 2.97748;0.1205379 -0.7446051 2.986593;0.1169134 -0.7734084 2.907213;0.2983989 -0.030869 2.981064;0.3321232 -0.4412602 3.007673;0.3527865 -0.7101717 3.027896;0.3483427 -0.7393286 2.948057;0
0.2311364 0.04131798 3.014172;0.2409788 0.08626965 3.069991;0.2317406 0.4068464 3.089131;0.2012479 0.5797839 3.092874;0.07799339 0.2825074 3.080779;0.03615243 0.0507472 3.058949;0.05741645 -0.09145904 2.909141;0.0673257 -0.1028387 2.853639;0.3329973 0.3043338 3.021122;0.4551185 0.2881561 2.813303;0.3118303 0.4619432 2.793438;0.2827576 0.4728363 2.800168;0.1707945 -0.02691795 3.017577;0.1480744 -0.4424969 2.975899;0.1217484 -0.7437205 2.987957;0.1117312 -0.7724249 2.908095;0.2919909 -0.01118106 2.979598;0.3326606 -0.4413975 3.005635;0.3527811 -0.7099664 3.02755;0.3404212 -0.739257 2.945647;0
0.2296473 0.04803301 3.015559;0.2424108 0.09251449 3.070716;0.2309996 0.4076389 3.089566;0.1906004 0.5806416 3.092264;0.07897259 0.2807485 3.085958;0.04192856 0.04995629 3.068543;0.05728191 -0.08939385 2.910047;0.06724647 -0.1010425 2.855449;0.3160018 0.3050057 3.006849;0.4125511 0.3354095 2.758126;0.2596397 0.4948026 2.738226;0.2339203 0.5175315 2.737231;0.1710155 -0.01928333 3.02156;0.1506925 -0.4173971 2.975316;0.1227311 -0.7432339 2.989526;0.1066762 -0.7719852 2.909988;0.2877361 -0.001732577 2.978868;0.3327383 -0.4396492 3.001995;0.3526867 -0.7095175 3.027061;0.333258 -0.7386161 2.944048;0
0.2286993 0.05218423 3.016429;0.2443058 0.09677878 3.070577;0.2294831 0.4091324 3.08979;0.179988 0.5787019 3.091188;0.08312608 0.2910355 3.114076;0.0519339 0.0504996 3.083017;0.05921439 -0.09103753 2.911577;0.06836139 -0.1061815 2.858374;0.3047301 0.3060681 2.997044;0.3761996 0.3679105 2.728191;0.2276827 0.4971952 2.683044;0.1727837 0.556832 2.670751;0.1711911 -0.014541 3.024159;0.1501055 -0.4436031 2.991116;0.1236532 -0.7450867 2.992241;0.09593633 -0.7769403 2.916875;0.2844132 0.003504396 2.978106;0.3328193 -0.4383603 2.999061;0.3535574 -0.7109568 3.025799;0.3259585 -0.7420899 2.943584;0
0.213297 0.05090326 3.022539;0.2413841 0.09964739 3.071588;0.2260647 0.4127588 3.087973;0.1735235 0.5771925 3.090459;0.08420692 0.2939636 3.121712;0.05807114 0.05053486 3.088613;0.06201131 -0.1035628 2.925603;0.0686123 -0.1224015 2.871618;0.2988952 0.3064672 2.991802;0.3302436 0.3977411 2.726629;0.1772689 0.518022 2.628752;0.1134858 0.5843863 2.608151;0.1449686 -0.01817647 3.047194;0.1521894 -0.4293877 3.000432;0.1246041 -0.7457726 2.995101;0.09083851 -0.7782796 2.92212;0.2673746 0.001377394 2.980932;0.3288575 -0.4080028 2.982266;0.3541794 -0.7118152 3.024633;0.3220857 -0.7435463 2.943447;0
