HipCenter; Spine; ShoulderCenter; Head; ShoulderLeft; ElbowLeft; WristLeft; HandLeft; ShoulderRight; ElbowRight; WristRight; HandRight; HipLeft; KneeLeft; AnkleLeft; FootLeft; HipRight; KneeRight; AnkleRight; FootRight
-0.08437882 0.1993766 2.965604;-0.08634913 0.2633421 3.025562;-0.08848539 0.639872 3.031512;-0.1197365 0.8148748 2.958997;-0.2728726 0.5128109 3.020854;-0.3347134 0.2287528 2.997417;-0.3710044 -0.01442816 2.918902;-0.3685914 -0.1151311 2.883559;0.08107164 0.5239779 3.031663;0.1737868 0.2566987 3.019767;0.219872 0.01069443 2.958628;0.2189927 -0.0878584 2.917608;-0.1632854 0.118468 2.950113;-0.1910334 -0.4370615 2.956253;-0.2225914 -0.8097889 2.91978;-0.2616538 -0.8740481 2.834028;-0.004010513 0.1234932 2.952568;0.04501327 -0.4487289 2.974241;0.07925034 -0.8245932 2.96706;0.1066944 -0.8879191 2.907042;0
-0.08436869 0.199404 2.965526;-0.08634134 0.2633588 3.025483;-0.08848754 0.6397297 3.031348;-0.1208294 0.8138518 2.958309;-0.2728752 0.5128486 3.020795;-0.334797 0.228818 2.997336;-0.3706304 -0.01716821 2.916977;-0.3684883 -0.1180091 2.882298;0.08108588 0.5239588 3.031575;0.1736659 0.2567513 3.019593;0.2208936 0.008324011 2.955755;0.2196664 -0.09090801 2.916701;-0.1632743 0.1185119 2.950047;-0.1910658 -0.4370343 2.956214;-0.2224798 -0.8097922 2.919789;-0.2617186 -0.874066 2.834085;-0.003999073 0.1235021 2.952488;0.04501821 -0.4486861 2.974033;0.07908644 -0.8250999 2.966765;0.1066641 -0.887903 2.906852;0
-0.08436731 0.1994082 2.965514;-0.0863402 0.2633614 3.02547;-0.08848786 0.6397082 3.031324;-0.1210371 0.813699 2.958188;-0.2728756 0.5128543 3.020786;-0.3348108 0.2288494 2.997323;-0.3705435 -0.01782481 2.916483;-0.3684579 -0.118686 2.881991;0.08108854 0.5239571 3.03156;0.173647 0.2567589 3.019566;0.2210396 0.007992346 2.955284;0.21977 -0.09136266 2.916565;-0.1632729 0.1185186 2.950037;-0.1910717 -0.4370305 2.956207;-0.2224616 -0.8097923 2.919789;-0.261729 -0.8740689 2.834094;-0.00399749 0.1235036 2.952476;0.0450191 -0.4486796 2.974002;0.07904688 -0.8251848 2.96671;0.1066599 -0.8879022 2.906827;0
-0.08436684 0.1994113 2.965506;-0.08633944 0.2633628 3.025462;-0.08850128 0.6396884 3.031325;-0.1211929 0.8134136 2.95814;-0.2728763 0.5128595 3.02078;-0.3348273 0.2288853 2.99731;-0.3704849 -0.0184666 2.916062;-0.3684262 -0.1193455 2.881651;0.08108523 0.5239395 3.031516;0.1736298 0.2567621 3.019546;0.2211495 0.007759119 2.954873;0.2198474 -0.0917042 2.916459;-0.1632722 0.1185237 2.95003;-0.1910723 -0.4370438 2.956202;-0.2224471 -0.8097846 2.919776;-0.2617393 -0.8740747 2.8341;-0.003997366 0.1235038 2.952466;0.0450196 -0.4486748 2.973978;0.07901323 -0.8252367 2.966659;0.1066571 -0.8879005 2.90681;0
-0.08436716 0.1994131 2.9655;-0.08633952 0.263363 3.025455;-0.08852712 0.6396619 3.031328;-0.1213437 0.813082 2.958154;-0.2728777 0.5128635 3.020774;-0.3348754 0.2289525 2.997252;-0.3704551 -0.01919211 2.915549;-0.3684173 -0.120092 2.881153;0.0810807 0.5239206 3.031472;0.1736162 0.2567624 3.019531;0.2212188 0.007519733 2.954361;0.2199051 -0.09202199 2.916319;-0.1632722 0.1185273 2.950024;-0.1910723 -0.4370641 2.956199;-0.222506 -0.8105527 2.91925;-0.261748 -0.8740805 2.834106;-0.00399795 0.1235031 2.952459;0.04501987 -0.448671 2.973961;0.07898405 -0.8252729 2.966617;0.1066553 -0.8879002 2.906803;0
-0.08436786 0.1994143 2.965495;-0.0863398 0.2633628 3.025451;-0.0885545 0.6396303 3.031327;-0.1215158 0.8125792 2.958264;-0.2728789 0.5128666 3.020769;-0.33497 0.2290348 2.997133;-0.3704422 -0.01970025 2.915098;-0.3684039 -0.121909 2.879938;0.08107717 0.5239023 3.031427;0.1736092 0.2567075 3.019504;0.2211187 0.002690969 2.951929;0.219738 -0.1010455 2.912778;-0.1632725 0.1185298 2.950021;-0.191067 -0.4371085 2.956204;-0.2225501 -0.8114238 2.918509;-0.2617591 -0.8740891 2.834113;-0.003998926 0.1235019 2.952454;0.04501861 -0.4486676 2.97395;0.07895755 -0.8252965 2.966579;0.1066529 -0.8878968 2.906815;0
-0.08436854 0.1994152 2.965492;-0.08634 0.263363 3.025448;-0.08856842 0.6396047 3.031312;-0.1216756 0.8121058 2.958377;-0.2728806 0.5128699 3.020764;-0.3351109 0.2292104 2.996952;-0.3706097 -0.02059153 2.914386;-0.3683865 -0.1238776 2.878468;0.08109623 0.5238859 3.031387;0.1736142 0.2565331 3.019428;0.2207817 -0.005092436 2.948104;0.2185224 -0.111861 2.908892;-0.1632734 0.1185314 2.950018;-0.1910623 -0.4371539 2.956212;-0.2226256 -0.8118743 2.917736;-0.2617677 -0.8741003 2.834124;-0.003999623 0.1235002 2.95245;0.04501197 -0.4486659 2.973953;0.07893268 -0.825312 2.966545;0.1066514 -0.8878925 2.906831;0
-0.08437117 0.1994138 2.96549;-0.08634216 0.2633614 3.025445;-0.08858602 0.6395793 3.031295;-0.1218461 0.8116934 2.958509;-0.2728837 0.5128739 3.020754;-0.3353475 0.2294526 2.996636;-0.3707993 -0.02146241 2.913719;-0.3683889 -0.1256191 2.877051;0.08111898 0.523866 3.031346;0.1736229 0.2563419 3.019348;0.2204256 -0.00980921 2.945338;0.2175285 -0.1195691 2.906246;-0.1632764 0.1185307 2.950016;-0.1910608 -0.43719 2.95622;-0.2226587 -0.8123743 2.916982;-0.2617754 -0.8741115 2.834138;-0.004002286 0.1234936 2.952447;0.04500415 -0.4486652 2.973966;0.07889605 -0.8252795 2.966449;0.1066404 -0.8878854 2.906884;0
-0.08437569 0.1994117 2.965488;-0.08634581 0.2633593 3.025443;-0.08860455 0.6395542 3.031276;-0.1220415 0.8115802 2.95856;-0.2728872 0.5128796 3.020741;-0.3355823 0.229724 2.996308;-0.3710198 -0.02259913 2.912816;-0.3684017 -0.1271018 2.875801;0.08114201 0.5238469 3.031305;0.1736273 0.2561184 3.019253;0.2201058 -0.01352997 2.943108;0.216708 -0.1250177 2.904419;-0.1632816 0.1185296 2.950014;-0.1910598 -0.4372184 2.956227;-0.2226496 -0.8126116 2.916612;-0.2617904 -0.874129 2.83415;-0.004007527 0.1234858 2.952446;0.04499787 -0.4486648 2.973984;0.07886302 -0.8252597 2.966357;0.106632 -0.8878758 2.906953;0
-0.0843821 0.1994095 2.965486;-0.08635138 0.2633571 3.025441;-0.08862234 0.6395332 3.031259;-0.1222306 0.8115163 2.9586;-0.2728909 0.5128875 3.020726;-0.3358182 0.2299798 2.995989;-0.3712651 -0.02363948 2.912011;-0.3684206 -0.1283489 2.8747;0.08115868 0.5238339 3.031272;0.1736339 0.2558782 3.019156;0.219851 -0.01629756 2.941435;0.2159326 -0.1289907 2.903181;-0.1632889 0.1185289 2.950012;-0.1910622 -0.437253 2.956237;-0.2226402 -0.8127472 2.916401;-0.2618038 -0.8741425 2.834162;-0.004015925 0.123478 2.952444;0.04498107 -0.4486565 2.974016;0.07881713 -0.8251674 2.966234;0.1066245 -0.8878657 2.907007;0
-0.08439049 0.1994061 2.965484;-0.0863606 0.2633539 3.025438;-0.08863962 0.6395144 3.031239;-0.1224093 0.8114965 2.958632;-0.2728994 0.512908 3.020677;-0.3360864 0.23028 2.995614;-0.371563 -0.02471026 2.911206;-0.3684619 -0.1293911 2.873729;0.08117155 0.5238228 3.031238;0.1736415 0.2556383 3.019062;0.2196244 -0.01839858 2.940128;0.2153505 -0.1317795 2.90235;-0.1632987 0.1185274 2.950008;-0.1910693 -0.4372896 2.956245;-0.2225942 -0.812746 2.916269;-0.2618154 -0.874153 2.834174;-0.004027326 0.1234681 2.952444;0.04496269 -0.4486462 2.974051;0.07877573 -0.8250926 2.96612;0.1066177 -0.8878548 2.907062;0
-0.08439951 0.1994018 2.965482;-0.08637197 0.2633494 3.025435;-0.08865201 0.6395012 3.031228;-0.1225773 0.8115059 2.958659;-0.2729142 0.5129247 3.020595;-0.3363441 0.2305538 2.995246;-0.3718825 -0.02567994 2.910452;-0.3684721 -0.1299465 2.873091;0.08117899 0.5238142 3.031205;0.1736435 0.2553858 3.018964;0.2194299 -0.02001527 2.939124;0.2148945 -0.1337656 2.901752;-0.1633095 0.1185251 2.950002;-0.1910846 -0.4373645 2.956259;-0.2225548 -0.8123646 2.916075;-0.2618475 -0.8741713 2.834207;-0.004039485 0.1234574 2.952443;0.0449427 -0.4486372 2.974082;0.07873031 -0.8250372 2.965999;0.1066127 -0.8878442 2.907101;0
-0.08441285 0.1993943 2.965476;-0.08639084 0.2633424 3.025427;-0.08868283 0.6394898 3.031203;-0.1228366 0.8116755 2.958601;-0.2729395 0.5129364 3.020481;-0.3366297 0.2308183 2.994851;-0.3721624 -0.02631255 2.90989;-0.3684812 -0.1303711 2.872566;0.0811817 0.5237952 3.031164;0.1736491 0.2551442 3.018872;0.219216 -0.02075391 2.938617;0.2145771 -0.1351252 2.901341;-0.1633245 0.1185204 2.949991;-0.1911208 -0.437548 2.956277;-0.2225131 -0.8119707 2.915927;-0.2618837 -0.8741972 2.834247;-0.004054522 0.1234428 2.95244;0.04491778 -0.4486374 2.974115;0.07868533 -0.8249697 2.965883;0.1066087 -0.8878323 2.907148;0
-0.08442802 0.1993846 2.965469;-0.0864125 0.2633334 3.025419;-0.08871536 0.6394799 3.031181;-0.123114 0.8117674 2.958542;-0.2729741 0.5129379 3.020339;-0.3369407 0.2310807 2.994525;-0.3725497 -0.02704715 2.909303;-0.3685229 -0.1307268 2.872088;0.0811711 0.5237657 3.031109;0.1736532 0.2549082 3.018782;0.2187449 -0.02259421 2.937577;0.2143282 -0.1361669 2.901047;-0.1633413 0.1185142 2.949979;-0.1911675 -0.4377033 2.95628;-0.2224784 -0.8115938 2.915787;-0.2619178 -0.8742193 2.834282;-0.004070682 0.1234267 2.952438;0.04489252 -0.4486401 2.974145;0.07863636 -0.8248925 2.965767;0.1066071 -0.8878191 2.9072;0
-0.08444699 0.199367 2.965457;-0.08643778 0.263319 3.025407;-0.08874953 0.6394717 3.031159;-0.1233636 0.8118556 2.958487;-0.273001 0.5129287 3.020169;-0.337249 0.23133 2.99423;-0.3729531 -0.02783126 2.908738;-0.3685668 -0.1310046 2.871682;0.08114393 0.5237116 3.031026;0.1736047 0.2546906 3.018677;0.2183811 -0.02410917 2.936787;0.2141409 -0.1369281 2.900837;-0.163359 0.1185049 2.949962;-0.1912144 -0.4378589 2.956284;-0.2224581 -0.8112338 2.915654;-0.2619478 -0.8742311 2.834335;-0.00409013 0.1234042 2.952431;0.04486646 -0.4486447 2.974175;0.07858937 -0.8248237 2.965657;0.1066129 -0.8877965 2.907252;0
-0.0844685 0.1993484 2.965441;-0.0864678 0.2633045 3.025389;-0.08879094 0.6394661 3.031126;-0.1236309 0.8119714 2.958411;-0.2730333 0.512913 3.019971;-0.3375533 0.2315933 2.993992;-0.3733414 -0.02856837 2.908252;-0.3686067 -0.1312233 2.871355;0.08111808 0.5236568 3.030938;0.1735539 0.2545098 3.018588;0.2180768 -0.02541595 2.936183;0.213994 -0.1374895 2.900692;-0.1633792 0.1184944 2.949942;-0.191267 -0.4379749 2.956293;-0.2223766 -0.811304 2.915589;-0.2619655 -0.87422 2.834445;-0.004110719 0.1233805 2.95242;0.04484282 -0.4486513 2.974205;0.07854469 -0.8247625 2.965557;0.1066231 -0.8877651 2.90732;0
-0.08449099 0.1993306 2.965423;-0.08649894 0.2632899 3.02537;-0.08883464 0.6394579 3.03109;-0.1239424 0.8119878 2.958228;-0.2730751 0.512897 3.01978;-0.3377914 0.2317492 2.993789;-0.3736824 -0.02921727 2.907887;-0.368652 -0.1313999 2.871104;0.08109031 0.5236022 3.030852;0.1735023 0.2543589 3.018511;0.2178627 -0.02632269 2.935789;0.2138794 -0.1379 2.900586;-0.163402 0.1184838 2.949919;-0.1913242 -0.4380769 2.956307;-0.2223305 -0.811273 2.915541;-0.261985 -0.8742281 2.834471;-0.004131111 0.1233578 2.952408;0.04480463 -0.4486753 2.974253;0.07851004 -0.8247231 2.965494;0.1066705 -0.8877181 2.907504;0
-0.08451681 0.1993155 2.9654;-0.08653663 0.2632774 3.025344;-0.08888626 0.6394463 3.031038;-0.1242403 0.8119992 2.958034;-0.2731257 0.5128754 3.019573;-0.337983 0.2318732 2.993634;-0.3740523 -0.02994456 2.90762;-0.3686907 -0.1315472 2.870948;0.08106086 0.5235565 3.030777;0.1734497 0.2542228 3.018439;0.2178973 -0.0254922 2.935967;0.2137512 -0.1380074 2.900627;-0.1634295 0.1184746 2.949888;-0.1913757 -0.4381284 2.95631;-0.2222274 -0.8110736 2.915381;-0.2620054 -0.8742342 2.834487;-0.004152765 0.1233387 2.952394;0.04475765 -0.448714 2.974319;0.07848042 -0.8246933 2.965444;0.1067298 -0.8876623 2.907736;0
-0.08454452 0.199303 2.96537;-0.08657645 0.2632718 3.025306;-0.08892529 0.6394099 3.030853;-0.1245274 0.8119578 2.957829;-0.2731786 0.512849 3.019371;-0.3381505 0.2319748 2.993487;-0.3744062 -0.03054356 2.907448;-0.3687393 -0.1316788 2.870844;0.08103427 0.5235138 3.030706;0.1733903 0.2540774 3.018367;0.2178925 -0.02491269 2.936196;0.21367 -0.13816 2.900678;-0.1634624 0.118466 2.949847;-0.1914272 -0.4381705 2.956311;-0.2222856 -0.8117442 2.91476;-0.2620582 -0.8742597 2.834472;-0.004174313 0.1233208 2.952379;0.04471008 -0.4487539 2.974385;0.07845597 -0.8246689 2.965406;0.1067775 -0.8876082 2.907976;0
-0.08457591 0.1992958 2.965335;-0.08662631 0.2632724 3.025259;-0.08897243 0.6393729 3.030644;-0.1248695 0.8119275 2.957554;-0.2732392 0.5128292 3.019161;-0.3383019 0.2320471 2.993356;-0.3747708 -0.03119808 2.90737;-0.3687989 -0.1317965 2.870775;0.08100992 0.523497 3.030664;0.173333 0.2539481 3.018298;0.2178949 -0.02476806 2.936322;0.2136033 -0.1382481 2.900755;-0.163499 0.1184606 2.949801;-0.1914795 -0.4382031 2.95631;-0.2222512 -0.8119208 2.91457;-0.2620939 -0.8742691 2.834471;-0.00419674 0.1233088 2.952364;0.04466412 -0.4487939 2.974449;0.07843448 -0.8246472 2.965374;0.1068189 -0.8875494 2.908194;0
-0.08460819 0.1992895 2.965297;-0.08667627 0.2632738 3.025209;-0.08902006 0.6393399 3.030442;-0.1251816 0.811815 2.957352;-0.2733023 0.5128053 3.018969;-0.3384587 0.2321171 2.993206;-0.3750876 -0.03171397 2.907351;-0.3688588 -0.1318982 2.870729;0.0809824 0.5234839 3.030625;0.1732848 0.2538295 3.018235;0.2178976 -0.02464728 2.936409;0.2135527 -0.1382708 2.900821;-0.1635358 0.118455 2.949752;-0.1915381 -0.4382775 2.956306;-0.2222425 -0.8122697 2.91433;-0.26212 -0.8742719 2.834465;-0.004219834 0.1232979 2.952345;0.04461213 -0.4488392 2.974512;0.0784158 -0.8246287 2.965347;0.1068621 -0.8874952 2.908437;0
-0.08464047 0.1992856 2.965247;-0.08672518 0.2632788 3.025144;-0.08907265 0.6392977 3.03018;-0.1254553 0.8116997 2.957175;-0.2733719 0.5127798 3.018776;-0.3385921 0.2321886 2.993078;-0.3753754 -0.03215695 2.907359;-0.3689308 -0.1319974 2.870702;0.08096012 0.5234576 3.030566;0.1732355 0.2537141 3.018173;0.2179127 -0.02451393 2.936503;0.2135124 -0.1382722 2.900861;-0.1635738 0.1184495 2.949688;-0.1915905 -0.4383474 2.956305;-0.2222419 -0.8128833 2.914117;-0.2621365 -0.8742744 2.834465;-0.004240787 0.1232869 2.952322;0.0445555 -0.4488778 2.97457;0.07839116 -0.8245524 2.965297;0.1069001 -0.8874435 2.908662;0
-0.08467435 0.1992815 2.965191;-0.08677974 0.2632841 3.025066;-0.08916631 0.6392328 3.029862;-0.1256966 0.8115905 2.957001;-0.2734637 0.5127267 3.018539;-0.3387214 0.2322391 2.992937;-0.375682 -0.03249269 2.907488;-0.3690182 -0.1321 2.870712;0.08093604 0.5234274 3.030494;0.1731982 0.2535509 3.018086;0.2179305 -0.02439337 2.936597;0.2134683 -0.1382478 2.900844;-0.1636132 0.1184403 2.949613;-0.191642 -0.4384049 2.956303;-0.2222032 -0.8132076 2.914047;-0.2621486 -0.874275 2.834466;-0.004260989 0.123276 2.952298;0.04450724 -0.4489008 2.974612;0.07837348 -0.8244992 2.96524;0.1069335 -0.8873978 2.908861;0
-0.08470773 0.1992743 2.965129;-0.08683316 0.2632857 3.024986;-0.08925792 0.6391717 3.029584;-0.12589 0.8114464 2.956839;-0.2735487 0.5126711 3.018294;-0.3388509 0.2322941 2.992792;-0.3759637 -0.03277919 2.90763;-0.3691138 -0.1321938 2.870712;0.08091743 0.523349 3.030384;0.1731581 0.2534324 3.017995;0.2179833 -0.02413991 2.936754;0.2134302 -0.1382008 2.90081;-0.163652 0.1184273 2.94953;-0.1916933 -0.4384584 2.9563;-0.2221655 -0.8133335 2.91406;-0.2621533 -0.8742722 2.834476;-0.004280652 0.1232613 2.952267;0.04446531 -0.4489199 2.974648;0.07835873 -0.8244469 2.965168;0.1069645 -0.887359 2.909039;0
-0.0847451 0.1992748 2.965058;-0.0868928 0.2633017 3.024889;-0.08934603 0.639137 3.029202;-0.1261149 0.8115163 2.956488;-0.2736416 0.5126143 3.018064;-0.3389841 0.2323325 2.992664;-0.3762181 -0.03302089 2.907778;-0.3692035 -0.1322792 2.870699;0.08090416 0.5232912 3.030294;0.173111 0.2533011 3.017892;0.217994 -0.02399108 2.93685;0.213377 -0.1381581 2.900761;-0.1636923 0.1184152 2.949447;-0.1917437 -0.4385042 2.956293;-0.2221101 -0.813345 2.914185;-0.2621524 -0.8742656 2.83449;-0.004302827 0.1232517 2.952231;0.04442616 -0.4489345 2.974676;0.07834926 -0.8243832 2.965069;0.1069777 -0.8873244 2.909154;0
-0.08478488 0.1992808 2.964982;-0.08695684 0.2633231 3.024786;-0.08946245 0.6391318 3.028878;-0.1265973 0.8118705 2.955525;-0.2737399 0.5125483 3.017822;-0.3391079 0.232365 2.992545;-0.3764595 -0.03323659 2.907902;-0.3692888 -0.1323585 2.870672;0.08089929 0.5232496 3.030207;0.1730637 0.2531994 3.017793;0.2180045 -0.02390245 2.936908;0.2132913 -0.1380958 2.900539;-0.1637341 0.1184047 2.949361;-0.1917971 -0.4385436 2.956279;-0.222033 -0.8131586 2.914395;-0.2621261 -0.8742322 2.834536;-0.004324832 0.1232458 2.952189;0.04439178 -0.4489483 2.974702;0.07834183 -0.824321 2.964981;0.1069891 -0.8872884 2.909264;0
